레시피 제목,요리명,요리재료,레시피내용
손님접대에 좋은 간편식2탄 매콤크림파스타,매콤크림파스타, 스파게티 크림소스 다진마늘 양파 식용유 양송이버섯 베이컨 칵테일새우 우유,0
소고기 설도 (Flank) 스테이크,소고기설도스테이크, 올리브 간마늘 레드와인 외 꿀 후추 소고 설도,"['설도를 도마 혹은 키친 타올 위에 편뒤날카로운 칼 끝으로 겉에만 살짝 (1~2ml) 흠집을 내어준다.', '과정 1 을 양면에 반복한다', '소고기를 제외한 모든 양념을 섞은후, 소고기를 넣어 최소 2시간정도 재운다', '후라이팬 을 불위에 올려 강하게 달궈 준비한다무쇠팬 추천. 후라이팬도 OK', '소고기에서 양념을 가볍게 털어낸다', '양념을 털어낸 소고기를 달궈진 팬에 넣은뒤색이 갈색이 될때까지 2~3분 기다린다강불', '고기를 뒤집은뒤 역시 2~3분 익힌다', '후라이팬일 경우, 약불로 10분 더 익힌다무쇠팬일경우, 불에서 꺼내어 호일로 뚜껑을 덮은뒤 10분 재워둔다', '온도계가 있으면, 고기 중심온도를 재어본다.레어의 경우 50도, 미디움레어일경우 60도, 미디움일 경우 65도가 되어야한다.만약 아직 차갑다면 뒤집어 약불에 더 굽는다익기 정도에 대해선 도표를 참고하자.온도계가 없으면 손가락 테스트를 해보세요~', '고기가 다 익었다면 도마에 꺼낸뒤, 호일에 덮어 10분 레스팅 해준다레스팅을 생략할경우 피가 엄청 세어 나와요!', '레스팅 하는 도중, 약불로 양념을 5~10분 조린다약불태우지 않도록 저어주시면 좋아요.', '얇게, 소고기의 결과 수직이 되록, 45~70도 각도 정도로 썰어준다', '졸인 양념을, 썰어낸 스테이크 위에 얹는다']"
연어스테이크 만들기+타르타르소스도 함께~,연어스테이크, 생연어 올리브유 허브솔트 후추 다진마늘 마요네즈 요거트 양파 소금,"['생연어를 키친타올로 닦아주고 올리브유2T를 발라준다(마리네이드)그 다음 허브솔트,후추를 약간 뿌린 후 20분동안 재워준다*마리네이드고기나 생선을 조리하기 전에 맛을 들이거나 부드럽게 하기 위해 재워두는 향미를 낸 액체를 말한다마리네이드를 하면 고기 또는 생선의 향미와 수분을 주어 품질이 좋아진다', '예열한 프라이팬에 기름을 약간 두르고 밑간한 연어를 익힌다먼저 센불에서 앞뒤로 1분정도 익힌 후, 중약불로 3분 정도 더 익혀준다다진마늘 1t를 함께 익혀줘도 좋다너무 오래 익혀도 퍽퍽해지니 적당히 익혀준다', '타르타르소스마요네즈2T,플레인요거트1T,양파1/4,소금1t을 넣고 연어스테이크에 곁들여 먹을 타르타르소스를 만든다', '예쁜 그릇에 연어스테이크와 타르타르소스를 셋팅하면 완성입니다~연어스테이크에 소스를 곁들여서 먹으면 맛있어요~']"
접시까지 핥아먹는 한그릇요리 전복크림파스타!!,전복크림파스타, 스파게티면 양파 양송이버섯 브로콜리 전복 생크림 우유 소금 파마산치즈가루 후,"['버섯과 브로콜리 전복은 먹기좋게 썰어서 준비해둡니다양파도 채썰어 준비해주세요', '생크림과 우유도 1:1 비율로 준비해주시고요', '채썬 양파 먼저 볶다가전복과 버섯 브로컬리를 넣고 볶아줍니다', '볶아놓은 채소에 생크림과 우유를1:1비율로 넣고 후추도 톡톡~', '소금물에 파스타면을 삶아주세요', '크림소스에 삶은 파스타 면을 넣고', '면삶은 소금물로 간도 맞춰주시고농도도 맞춰주세요', '접시까지 핥아먹는 한그릇요리 전복크림파스타 완성입니다기호에 맞게 파마산치즈가루 뿌려드시면 굿^^']"
간단한 간식! 닭강정 치킨!,닭강정치킨, 닭가슴살 튀김가루 케찹 고추장 물엿 다진마늘 맛술 소금 후추 식용,"['닭가슴살을 한 입크기로 잘라주세요.닭가슴살3덩이냉동 닭가슴살은 전 날 밀폐용기로 옮겨 자연해동시켜서 사용하시면 좋아요.', '소금 약간, 후추 약간, 맛술 2큰술을 넣어 밑 간을 해주세요.우유에 20분정도 담가두었다가 사용하셔도 좋구요, 저처럼 맛술이나 소주를 사용하셔도 비린내 제거에 좋습니다.', '밑 간을 15분정도 한 후 튀김가루를 골고루 뭍혀주세요.', '튀김가루에 물을 넣어가면서 튀김반죽도 만들어주세요.튀김가루 3컵(종이컵기준), 물물은 넣어가면서 농도를 맞춰주세요.', '케찹3큰술+고추장2큰술+물엿2큰술을 넣고 양념 만들어주세요.케찹3T,고추장2T,물엿2T', '기름에 온도가 알맞게 됬는지 만들어놓은 반죽을 넣어 확인 한 후 튀겨주세요.총 2번 튀겨주세요.2번 튀겨야 더 바삭한 치킨을 만들 수 있습니다.', '기름을 둘러 다진마늘을 먼저 볶고, 마늘향이 나기 시작하면 만들어 놓은 양념과 깨를 넣어 주세요.마지막으로 튀겨놓은 치킨을 넣어 버무리면 끝.양념이 타지않게 불을 끄고 치킨을 넣어주세요.']"
알리오 올리오 파스타 만들기,알리오올리오파스타, 파스타면 올리브 마늘 페퍼론치노 치킨스톡,"['끓는 물에 소금 1큰술과 스파게티면 150g을 넣어 10분 정도 삶아줍니다.소금 1큰술, 스파게티면 150g', '마늘은 편 썰고 페퍼론치노는 다져 준비합니다.마늘 8개, 페퍼론치노 4개', '달군 팬에 올리브유를 두르고 편으로 썬 마늘을 넣어 볶아줍니다.올리브유 6큰술, 마늘 8개', '마늘향이 올라오면 다진 페퍼론치노를 넣어 볶아줍니다.페퍼론치노4개', '마늘이 익으면 물기 뺀 스파게티면을 넣어 살짝 볶아줍니다.스파게티면 150g', '후춧가루와 소금으로 간합니다.후춧가루 약간, 소금 약간', '접시에 파스타를 담은 후 치즈가루를 뿌려줍니다.치즈가루 약간']"
|에어프라이어|등갈비구이,등갈비구이, 등갈 양 통후 월계수 바베큐소,0
누구나 손쉽게 만드는 초간단 대패삼겹살파스타,대패삼겹살파스타, 대패삼겹살 슬라이스마늘 다진마늘 다진파 청양고추 크러쉬드레드페퍼 오일 파스타면 굵은소금 면수 후추 파슬리가루 간장 설탕 물,"['간장 1.5T, 설탕1T, 물6T를 넣고 소스를 먼저 만들어주세요* 단거 싫어하시면 설탕 조절해주세요!', '굵은소금 1T를 넣고 파스타면 80g을 삶아주세요* tip! 면수 넉넉히 90ml는 남겨주세요', '면이 삶아질동안 팬에 오일을 둘러 다진마늘2T, 슬라이스마늘을 볶다가 다진 파 2T도 함께 볶아 파기름을 만든 후, 대패삼겹살 100g을 넣고 볶아주세요', '면이 삶아졌으면 볶아진 대패삼겹살에 면을 넣고, 만들어 둔 소스를 부어서 끓여주세요* 약간 뻑뻑한 느낌이 든다면 남겨둔 면수를 적당히 추가해주세요', '썰어둔 청양고추를 넣은 후, 소스와 면이 어우러지도록 충분히 볶다가 마지막에 후추 톡톡 !* 베트남고추,페퍼론치노,크러쉬드레드페퍼 등 추가해서 넣어주셔도 좋아요', '접시에 예쁘게 담은 후 파슬리 가루 톡톡 뿌려 마무리 해주면 맛있고 간단한 대패삼겹살파스타 완성!* 파마산치즈가루 뿌려서 먹으면 더욱 맛있어요']"
에그인헬(샥슈카) 만들기,에그인헬, 계란 양파 편마늘 페퍼론치노 넣고 마늘 피자치 체다치즈 토마토소스 우유 후추 소금,0
백종원의 봉골레파스타 만들기,봉골레파스타, 파스타면 바지락 마늘 페페로치노 올리브오일 통후추,0
어니언 웨지감자 만들기 ~ 양파가루 사용하세요!,어니언웨지감자, 감자 파마산치즈가루 파슬리가루 올리브오일 양파가루 허브솔트,0
주말 아침 브런치 메뉴  도미노 포테이토피자 토스트,포테이토피자토스트, 식빵 감자 양파 베이컨 피자치즈 케첩 마요네즈,0
오븐없이 떠먹는 감자피자,감자피자, 감자 식용 옥수수  파스타소 피자치 파프리 당,"['팬에 식용유를 두르고, 얇게 썬 감자를 올려주세요.채판을 이용하시면 더 얇게 잘 썰려요.', '얇은 감자위에 파스타소스를 구석구석 꼼꼼히 발라주세요.파스타소스가 없는 분들은 케찹을 발라주셔도 맛있어요 :)', '그 위에 옥수수콘, 당근, 파프리카 등 집에 있는 야채들을 총총 썰어서 올려주세요.저는 냉장고안에 있던 옥수수콘샐러드를 올렸는데요. 그냥 냉장고 안에 있는 야채들로만 만드셔도 맛있어요! ', '옥수수콘 위에 햄도 얇게 썰어서 같이 올려주세요 .저는 비엔나 소세지를 이용했어요.', '마지막으로, 피자치즈를 듬뿍 올려주세요.', '뚜껑닫고 약불로 18-22분 해주시면 끝 !약불']"
|성게알 요리| 미슐랭 가이드 이태리재 성게어란파스타,성게어란파스타, 마늘 다진마늘 청정원 파스타면 월계수잎 페페론치노 성게알페이스트,0
치즈돈까스만들기 연돈치즈돈까스 집에서도,치즈돈까스, 치즈돈까스재 돼지등 통모짜렐라치 후 소 계 튀김가 빵가루 버터 돈까스소스 케찹 올리고당 굴소스 물 후추,0
대창 바질 파스타 한번 만들어 봤습니다.,바질파스타, 스파게티면 소 바질페스토 페퍼론치노 다진마늘 소금 후추,0
에어프라이어 돼지목살 스테이크 집에서 근사하게 차려봤어요,돼지목살스테이크, 목살스테이 돼지목살 허브솔트 아스파라거스 감자 고구마 양파 샐러 발사믹소 각종야 계란 소시지 ,"['도톰하게 썰은 목살에 올리브유를 발라주고 허브솔트를 뿌려 30분간 재워준다허브솔트 없으면 후추,소금 대체 가능올리브유 바르는 이유는 육즙보호를 위한겁니다패스 가능해요', '곁들일 구울야채를 준비해주세요집에 있는 아스파라거스와 양파, 고구마,감자를 깨끗하게 씻어 큼지막하게 썰어주었구요비엔나소시지가 있어서 같이 구워서 곁들여줄거예요', '간장3T , 굴소스2T, 올리고당3T, 후추톡톡, 물5T를 넣고 한번 끓여주면 돼지목살 스테이크 소스가 완성됩니다너무 쉽지요?허브솔트를 뿌려서 그냥 먹어도 맛있지만 좀더 레스토랑 느낌도 내고싶고 그래서 있는재료로 소스 만들어보았습니다', '에어프라이어 200도 5분 예열한 후에목살을 넣고 180도 15분을 맞춰서 1차로 구워줍니다에어프라이어 싫으시다 싶으시면 후라이팬에 올리브유 넉넉하게 두르시고 앞뒤로 노릇노릇하게 구워주시면 되요에어프라이어', '에어프라이어 200도 5분 예열한 후에목살을 넣고 180도 15분을 맞춰서 1차로 구워줍니다에어프라이어 싫으시다 싶으시면 후라이팬에 올리브유 넉넉하게 두르시고 앞뒤로 노릇노릇하게 구워주시면 되요', '고기가 구워지는 동안계란후라이를 두개 해주시구요 :) 반숙으로 다가해주세요집에 있는 샐러드를 접시에 예쁘게 올려주세요', '다 구워진 고기와 야채들을 접시에 예쁘게 올려준 후고기에 만들어둔 소스를 뿌려주세요그 후에 고기위에 계란후라이를 올려주면 요리가 완성집에서도 쉽게 만들어즐기는 돼지목살 스테이크가 완성!!']"
에어프라이어 통닭구이 로스트치킨 집에서도 간편하고 맛있어,로스트치킨, 로스트치 닭 우유 식용 허브솔 감자 고구마 레몬 굴소스 간장 올리고당 간마늘,"['마트에서 사온 닭 3000원 짜리랍니다 :) 싸죠~사온닭을 흐르는 물에 깨끗하게 씻어주세요가위로 항문이랑 기름덩어리를 손질하여 주시면 됩니다목도 자를까 말까하다가 제가 먹을거라서 냄겨뒀어요', '씻을 닭을 우유에 미림 한컵 넣어서 재워주세요닭 비린내와 잡내를 제거하기 위해서 담궈두는건데요30분에서 한시간 정도 담궈두시면 좋답니다!!', '우유에 재워둔 닭을 꺼내어 오일을 골고루 발라주세요오일을 바르는 이유는 육즙은 보호해주구요좀더 바삭하게 구워지게 하기 위한 과정이랍니다오일을 골고루 발라준 후에 허브솔트도 발라주세요짭쪼롭하게 먹는 저희집은 골고루 듬뿍 뿌려주었어요허브솔트 뿌린후에 30분 다시 재워두기 :)허브솔트가 중간에 모질라서 소금과 후추 뿌렸어요허브솔트 대신 소금,후추 가능합니다', '허브솔트에 재워둔 닭을 칼집을 넣어주었어요골고루 잘 익혀주기 위해서 다리와 퍽퍽살 위주로 칼로 슥슥 그어주시면 되는데요 :)굳이 생략하셔도 되니까 참고해주세요', '200도 5분 예열한 에어프라이어에 닭을 넣고 1차로200도 15분 구워주세요 :)예열은 귀찮으시면 생략이 가능하십니다요에어프라이어', '닭이 익을동안 곁들일 채소나 야채를 준비해주세요집에 있는 고구마,감자,레몬 넣어줄려고 해요 :)통마늘이나 가지, 버섯 아무거나 가능한거 같아요저희는 에어프라이어에 고구마,감자 굽는거 좋아라해요', '1차로 구운닭은 뒤집어서 200도 15분 구워주세요이때, 준비해둔 야채와 채소도 넣어주십니다에어프라이어의 종류에 따라 굽는시간이 차이가 있으니 에어프라이어 종종 열어보시고 체크하시는게 좋아요에어프라이어는 자주 열어볼수있어서 좋으니까요', '찍어먹을 소스를 만들었는데요 :)굴소스2T + 간장1T +올리고당2T + 간마늘1T단짠단짠 찍어먹으면 너무 괜찮더라구요!그냥 있는대로 만든거라 참고하시면 좋을것 같아서요소스없이 먹어도 맛있어요', '마지막으로 3차 180도 10분으로 마무리 지어주었어요에어프라이어 통닭 로스트치킨 완성입니다너무 노릇노릇 맛깔지게 잘 구워진 치킨이지요?냄새부터가 아주 끝내줍니다기름에 튀기지않고 구워 담백,깔끔한 로스트치킨에어프라이어만 있으면 누구나 쉽게 만들수가 있다는 점']"
회오리 오므라이스 집에서도 쉽게 근사하게 오므라이스소스도 포함,회오리오므라이스, 오므라이 밥 양파 당근 파 감자 비엔나 식용유 후추 소금 케찹 계란 계란 소금 전분가루 버터 돈까스소스 케찹 올리고당 굴소스 물 후추,"['준비한 야채들은 먹기 좋게 다져줍니다신랑이 비엔나를 좋아해서 비엔나로 준비했구요스팸, 햄 아무거나 상관없습니다집에 냉장고 사정에 맞게끔 준비해주시면 된답니다오므라이스 야채는 조금 잘게 다져야 먹기가 편하더라구요', '오일을 1T 두른 후라이팬에 감자, 당근, 파부터 볶아주세요어느정도 재료가 있었다고 싶으면 나머지 재료를 넣고 한번더 볶아주시면 되는데요이때, 소금 한꼬집, 후추 톡톡, 케찹 1T를 넣고 간해주세요그리고 밥 한공기를 재료에 넣고 잘 섞어주시면 된답니다', '냄비에 버터1T, 케찹4T, 돈가스소스6T, 올리고당2T, 굴소스1, 물 1/3컵을 넣고 끓여주세요이때, 후추 톡톡도 잊지말아주세요몽글몽글 한번 끓으면 오므라이스소스 완성됩니다', '계란 3개를 깨어서 소금한꼬집과 전분가루를 넣고 잘 저어주세요전분가루를 섞으면 계란이 찢어지는게 조금 덜하다고 해요그래서 전분가루가 있길래 넣어주었답니다 :>', '볶아둔 밥을 밥공기에 넣고 꾹꾹 눌러서 담아주세요그 다음 플레이팅할 접시에 대고 뒤집어서 봉긋한 모양으로 엎어서 모양을 잡아줍니다여기까지는 크게 어려운게 없으셨지요??그냥 볶음밥하는것이랑 똑같은 레시피라서~~', '달궈진 후라이팬에 기름을 넉넉하게 두른 후에계란물을 부어주세요그리고 불은 중불로 줄여주세요아래부분이 살짝 익었다싶을때나무젓가락으로 계란 끝부터 중심으로 모아주세요그 다음 젓가락으로 감아주세요!잘 안돌아간다 싶으시면 후라이팬을 회오리 반대방향으로 돌려줘도 아주 간편해요~ 천천히중간으로 모은 젓가락은 가만히 서있고 후라이팬을 천천히 돌려보세요 :>작은 후라이팬일수록 회오리하기가 편하답니다', '볶음밥이 올려진 접시에 볶음밥위에 회오리 계란을 잘 올려주시면 되는데요살살살살 흔들어서 밥위에 살포시 얻어주세요그리고 만들어둔 소스를 뿌려주시면회오리 오므라이스 완성이 됩니다참 쉽죠잉???']"
베이컨 넣고 간단하게 굴소스 파스타 만들기,굴소스파스타, 파스타면 베이컨 숙주 미니 청양고추 다진 굴소스 후추 마늘,"['베이컨은 먹기 좋은 크기로 썰고, 청양고추는 잘게 다지고, 양파는 가늘게 채 썰고, 미니 새송이버섯은 적당한 두께로 썰고, 마늘은 편으로 썬다.버섯은 팽이버섯을 사용해도 돼요.', '끓는 물에 숙주를 1분 동안 데친 뒤 찬물에 헹궈 준비한다.', '끓는 물에 소금을 약간 넣고 파스타면을 삶는다.면을 삶는 시간은 사용하는 파스타면에 따라 조절해 주세요.', '중불로 달군 팬에 적당한 크기로 자른 베이컨을 넣고 볶는다.', '베이컨에서 나온 기름이 채소를 볶기에 적당하지 않으면 올리브유를 추가로 더 넣는다.', '다진 마늘 1큰술과 편으로 썬 마늘 그리고 다진 청양고추를 넣고 볶는다.', '마늘 향이 올라오면 양파와 버섯을 넣고 볶는다.', '채소가 어느 정도 익으면 데친 숙주를 넣고 한 번 휘리릭 섞어 준다.', '삶은 면과 면수 두 국자 정도 그리고 굴소스 한 큰술을 넣고 볶는다.', '면수가 거의 다 졸면 후추를 톡톡 뿌려 넣고 한 번 휘리릭 섞어 준 뒤 마무리한다.']"
쫄깃쫄깃 치즈감자만들기!~아이들간식으로 굿!!,치즈감자, 감자 모짜렐라치즈 체다치즈 우유 소금 후추,"['감자를 물에 삶아주세요', '삶은 감자는 채에 곱게 내려주세요', '곱게내린 감자에 소금,후추,우유를넣고 잘젛어주세요(아직 불은 켜지 않아요)', '불은 중약불로하고 치즈를 넣고 녹여줍니다.(모짜렐라치즈는 2번에 나눠서 넣어주세요 100g씩 2번)', '치즈가 다녹으면 나머지 모짜렐라치즈도 넣고 녹여줍니다', '주걱을 들었을때 쭉늘어나는 감자가 되면 성공입니다~', '스테이크와 함께, 동그랗게 뭉쳐서 튀겨도 맛있구요, 그냥 먹어도 맛있어요^^ 맛있게드세요~']"
맛있게 한끼) 버섯베이컨 알프레도 파스타 feat.우유!,버섯베이컨알프레도파스타, 파스타면 버섯 베이컨 버터 마늘 밀가루 우유 파마산치즈 소 후,"['스파게티면을 끓는 물에 넣고 12분 맞춰주세요!(올리브오일과 소금을 넣어주세요)', '베이컨과 버섯을 구워주세요(베이컨은 타기직전까지 크리스피하게 구워주세요)', '베이컨과 버섯을 옮기고 그 위에 바로 준비한 버터를 녹여줍니다.', '중약불로 버터를 녹이고 마늘을 넣어줍니다', '버터가 다 녹을때쯤 밀가루를 넣어줍니다(중약불유지)', '밀가루가 갈색으로 볶아졌을때 우유를 넣어주세요', '우유를 넣고 바로 시즈닝(허브종류가 있다면 오레가노를 추천해요!)', '걸죽해지기전에 불을 끄고 파마산 치즈를 넣어줍니다( 없으면 생략해도 되요)', '그 위에 베이컨, 버섯을 넣구요', '스파게티면을 넣고 섞어주면 끝!']"
브런치로 추천 스위스 감자전 뢰스티 만들기 그라나파다노 치즈로 더 고소하게 ,뢰스티, 감자 소금 후추 부침가루 그라나파다노 파슬리가루 곁들일 베이컨 루꼴라 방울토마토 계란 메이플시럽,"['감자는 껍질을 깨끗이 벗겨내고 얇게 채썰어 주세요 감자볶음 할 때보다 더 얇게요 여기에 부침가루 또는 전분가루 한 스푼, 소금 세 꼬집, 후추를 적당량 뿌려줍니다감자가 얇으면 얇을 수록 반죽이 더 잘 뭉쳐져요 채칼을 이용해도 좋아요 ', '그라나파다노 치즈를 강판에 갈아 1스푼 정도 뿌려주고 재료를 잘 섞어주세요감자 반죽에 치즈를 너무 많이 넣으면 느끼해 질 수도 있으니 주의해요 ', '함께 곁들일 베이컨은 큼지막하게 썰어줍니다', '예열한 팬에 식용유를 넉넉히 두르고 감자 반죽을 원하는 크기로 올려주세요 크게 부쳐도 좋고 뒤집기 부담스러우시면 작게 올려도 좋아요 부쳐주면서 모양을 둥그렇게 잡아주세요', '너무 세지 않은 불에서 감자를 서서히 익혀주다가 겉면이 익으면 베이컨을 옆에 함께 구워주세요', '양면이 노릇하게 익으면 불을 끄고 꺼내요', '함께 곁들이면 좋을 계란 후라이도 반숙으로 준비해주세요', '접시에 가지런히 올려주고 베이컨과 계란을 함께 곁들여주세요 고소한 맛이 나는 루꼴라를 곁들여 주면 더 맛있어요 그라나파다노 치즈 한 스푼 정도를 위에 더 뿌리고 파슬리가루 올려 완성해요']"
 집밥 메뉴 / 치즈 롤 돈가스,치즈롤돈가스, 돼지고기 후추 소주 핑거 튀김가루 빵가루 달걀 유산균 튀김용식용,0
용가리치킨으로 간단한 간식 만들기 머스타드와 찰떡이예요 :) ,용가리치킨, 용가리치킨 허니머스타드소 케찹 고추장 올리고당 식용유 파슬리 나무꼬치,"['간식&주전부리, 반찬으로도 먹기 좋은 용가리치킨 꼬치를 만들기 위해 필요한 재료들을 먼저 알려드릴게요! -총 용가리치킨 꼬치 4개 분량이예요.-하림 용가리치킨 먹고 싶은 만큼~, 허니머스타드 소스, 케찹 5큰술, 고추장 1큰술, 올리고당 2큰술, 식용유 약간, 파슬리 약간나무꼬치 4개 ', '용가리치킨 꼬치를 만들기 위해서는 용가리치킨을 필수로 준비해 주셔야겠죠? ^^', '우리 용가리 ^_^ 용가리야 반가워~~~ 이게 몇년만이야!!! ㅋㅋㅋ', '그럼 용가리치킨으로 간단한 간식 만들기 시작해볼게요~ 용가리치킨을 개봉한 뒤, 먹고 싶은 양만큼 용가리치킨을 꺼내주세요. 저는 총 12마리의 용가리들을 꺼냈어요~ ^^ 용가리치킨은 다양한 종류의 공룡들이 있어서 골라 먹는 재미가 쏠쏠하답니다!', '가스레인지나 인덕션 위에 납작한 프라이팬을 올려주세요.', '그리고 프라이팬에 약간의 식용유를 넣고 전체적으로 둘러줍니다. 가스불은 중간불로 켜주세요.', '프라이팬이 어느 정도 뜨겁게 달궈졌으면 아까 꺼내놓은 용가리들을 프라이팬에 올려주세요. 가스불은 중간불을 유지해주시구요~', '용가리들을 앞뒤로 노릇노릇하게 구워줍니당', '몇 년 만에 용가리치킨의 냄새를 맡으니 너무 좋았어요 ^^ 맛있는 냄새가 솔솔~~', '앞뒤로 노릇노릇하게 구워준 12마리의 용가리들은 프라이팬에서 꺼내서 접시에 옮겨 담아주세요. 용가리들이 노릇해지니 더욱 귀여워 보이는 건 기분탓일까요? ㅋㅋㅋㅋㅋ', '물론 용가리치킨은 그냥 먹어도 맛있지만 매콤달콤한 케찹소스에 찍어 먹으면 더욱 맛있는 용가리치킨 꼬치를 맛보실 수 있어요~ 케찹 5큰술, 고추장 1큰술, 올리고당 2큰술을 준비해주세요.', '그리고 이 3가지 재료들을 다같이 섞어주면 용가리치킨 꼬치와 딱 어울리는 매콤새콤한 소스가 완성이예요 ^^ 소스의 양은 넉넉하게 만들었어요~', '매콤새콤한 소스는 짤주머니에 담아주었어요~ 짤주머니에 매콤새콤 소스를 담아서 용가리치킨에게 예쁘게 뿌려주고 싶더라구요~ 이왕 먹는 거 예쁘게 만들어서 먹으면 더 기분이 좋잖아요 ^^', '12마리의 용가리들은 나무꼬치 1개당 3마리씩 나란히 꽂아주세요~', '그리고 짤주머니에 담은 매콤새콤소스를 줄무늬 모양으로 용가리에게 뿌려줍니다ㅋ', '매콤새콤소스 사이사이로 노랑노랑한 머스타드소스도 뿌려주세요~', '마무리로 용가리의 등 부분에 파슬리를 솔솔 뿌려주시면 남녀노소 누구나 좋아하는 용가리치킨 꼬치가 완성이예요 ^^ 용가리치킨 꼬치를 만드는 내내 너무 먹고 싶어서 참기 힘들었어요ㅋ', '용가리들을 나무꼬치에 나란히 꽂아놓으니 살짝 회전목마 같기도 한 느낌이?!?!?', '매콤새콤소스랑 머스타드랑 함께 먹으니 맛있는 맛이 더욱 업그레이드 되서 입안에서 대환장 파티가ㅋㅋㅋ 여러분들도 오랜만에 용가리치킨 꼬치로 추억의 맛을 맛보셔요 ^^ 진짜 용가리치킨 너무 좋아요!!!']"
튀기지 않고 아웃백 오지치즈후라이 만들기,오지치즈후라이, 감자 식용류 소금 베이컨 피자치즈 체다치즈 통후추,"['감자는 5mm정도 두께로 채쳐줍니다.', '바삭함을 위에 물에 두세번 씻어줍니다.좀더 바삭하게 하려면 감자를 물에 20-30분간 담갔다가 사용하면 좀 더 바삭한 감자구이를 만들 수 있습니다.', '전분기를 뺀 감자는 체에 받쳐 물을 제거해줍니다.', '감자의 남은 물기는 키친타올로 제거해줍니다', '물기를 제거한 감자를 볼에 담고식용류 2스푼을 넣어줍니다.', '감자에 소금 1.5스푼을 넣고 골고루 묻게 섞어줍니다.', '오븐팬에 종이호일을 깔고가능한 감자가 겹치지 않게 가지런히 배치해줍니다.', '미니오븐이나 에어프라이어에서 220℃에서 30분간 구워줍니다.에어프라이어,오븐오븐이나 에어프라이어가 없으시면 후라이팬이 식용류를 넉넉히 두르고 살짝 튀겨주면 됩니다.', '감자가 구워지는 동안 구운베이컨을 준비합니다.베이컨 5장을 1cm~1.5cm정도로 잘라줍니다.', '마른팬에 중불에서 베이컨을 구워줍니다.', '바삭하게 구울 수록 고소하고 맛있습니다.', '바삭하게 구운 베이컨은 키친타올로남은 기름기를 제거해줍니다.', '얇게 썰어 구운거라 튀긴것처럼 바삭하게 구워졌습니다.', '그라탕용기에 구운 감자와 베이컨을 자유롭게 담습니다.한번 뜰때 감자와 베이컨이 적절하게 떠질 수 있어 적당히 섞어주심됩니다.', '감자와 베이컨위에 피자치즈를 올려줍니다.', '마지막으로 체다치즈를 올려줍니다.', '180℃에서 5~6분가 치즈가 녹을때까지구워줍니다.', '치즈, 구운감자와 구운베이컨의 고소함거기에 샤워크림의 고소한 맛까지정말 고소함 맛들이 다 모였는데..샤워크림의 톡쏘는 맛이 그 모든 맛을 하나로 만들어주면서 느낌함은 1도 없게 만들어줍니다.찐 샤워크림소스와 함께 드시길 추천드립니다..']"
가지의 화려한 변신! 치즈이불 덮은 가지롤그라탕 ,가지롤그라탕, 베이컨 가지 애호박 양파 양송이버섯 토마토 모짜렐라 소스 토마토 소금 후추 바질 파마산,"['가지와 애호박은 세로로 얇게 썰어요.필러를 이용해 썰어주면 편해요.  ', '양파, 양송이, 토마토는 다져서 준비해요.', '가지와 애호박은 소금을 약간 뿌려 잠시 두어요.', '베이컨은 예열된 팬에 살짝 구워요.', '예열된 팬에 올리브유를 두르고, 양파, 양송이, 토마토 순으로 함께 볶아요.', '양파가 투명해지면 소스 재료를 넣고 볶아요.', '가지, 애호박, 베이컨을 겹쳐 말아요.', '오븐 그릇에 볶은 재료를 담고, 가지롤을 올려요.', '모짜렐라 치즈를 뿌려 180도로 예열한 오븐에 15~20분 정도 구워요.오븐치즈를 뿌리기 전, 오븐에 10분 정도 구워도 좋아요.']"
집에서 또띠아피자만들기,또띠아피자, 또띠아 피자치 피자소 양 베이 올리 고구 파인애 콘옥수 에어프라이 종이호,"['집에 있는 다양한 재료를 손질만 해주고 그릇에 담아주세요.(올리브, 고구마 같은 재료는 생략해도 괜찮아요!)양파 , 베이컨, 파인애플, 옥수수는 꼭 들어가야 맛있어요', '피자소스를 담아주고', '피자치즈를 담아주세요.', '또띠아를 접시에 올리고 피자소스를 얇게 펴 바른다음', '재료들을 먹고싶은 취향껏 올려주세요(너무 많이 올리면 또띠아가 찢어지니 얇게 올린다고보시면 됩니다!)', '완성!', '에어프라이어 위에 종이호일을 또띠아를 올려주세요.온도는 180도 10분을 돌려주면에어프라이어', '겉은 바삭하고 안은 치즈가 녹아 담백한 피자가 완성됩니다.', '아이들 간식이나 한끼 식사대용으로도 너무 괜찮지 않나요?파마산치즈가루나 파슬리가루뿌려주면, 가격대비 너무 맛있는 피자 완성이에요!']"
|집밥| 돼지목살스테이크,돼지목살스테이크, 돼지목 소금 후추 돈가스소스 굴소스 매운바베큐소스 올리고당 다진마늘 맛술 머스타드,0
라면으로 크림파스타 만들기!!,크림파스타, 햄 라면 우유 치즈 버터 소금 다진마늘 후추,0
통삼겹바비큐,통삼겹바비큐, 돼지고기 바비큐럽 숯,0
