레시피 제목,요리명,요리재료,레시피내용
|암예방레시피|든든한 한끼 콥샐러드 스무디볼,콥샐러드스무디볼, 복숭아 아로니아 얼린 물 빨간파프리카 노란 청피망 적양배추 볶은 슬라이스 파프리카,0
최현석 셰프의 전지살 스튜 만들기,스튜, 돼지고기 당근 양파 양송이버섯 청양고추 방울토마토 샐러리 다진마늘 올리브유 데미그라스 머스터드소스 생크림 레드와인 소금 후추,0
♥|신혼밥상| 단호박 감자스프,단호박감자스프, 단호박 감자 우유 양파 표고버섯 버터 다진마늘,0
불없이 믹서기에 갈아서 만드는 냉 토마토수프  토마토 냉수프  토마토요리,냉토마토스프, 방울토마토 토마토소스 모닝빵 양파 마늘 가시 소금,0
땅콩 호박 스프 만들어요.^^,땅콩호박스프, 땅콩 물 우유 소금 견과 크린베리,"['땅콩 호박입니다.귀여워서 사가지고 왔어요. ㅎㅎ', '껍질을 벗겨 주세요.', '호박을 자르고 씨를제거 합니다.', '깍뚝썰기로 잘라 줍니다.', '1L 정도의 물에 소금 두 꼬집넣고 호박이 으깨질 정도로푹~삶아 줍니다.', '믹서로 갈아도 되고저는 약간의 질감을 좋아해감자 으깨는 기구로 꾹~꾹~눌러 줬어요.호박 으깬 후 우유 넣어 줍니다.', '우유 넣은 후 5분 정도더 끓여 주면 완성 입니다.', '스프를 그릇에 담고 견과류크린베리 올려줍니다.']"
감자스프 약40~50인분,감자스프, 재료(손질후 감자 양파 버터 육수 우유 후추 소금 얼린두부 얼린두부 설탕 소금 식용유,"['버터를 녹이고 양파를 넣어 양파가 투명하게 될때까지 볶아줍니다.양파1kg약불', '감자는 얇게 썰었어요. 크지않게 썰면됩니다.', '감자도 넣고 볶아줍니다.감자3kg약불', '육수 넣고요. 물이 끓으면 중불로 줄이고 약10분. 감자가 익을때까지 끓여요센불 ~ 중불육수는 진하지 않게 만들어 사용해요. 또는 다시다 1큰술', '감자가 익었으면 불끄고 우우 넣고 갈아요.우유 2000ml불OFF도깨비방망이로 갈려고 코팅안된 냄비 사용했어요', '우유넣고는 한소끔만 끓여주어요. 저으면서 보글보글 끓어오를때까지. 소금간을 해주었고요. 저는 3큰술 넣었어요.약불', '후추 톡톡 해서 드세요.', '배식할때 작은냄비로 옮겼는데요 그럴때마다 후추 추가해줬어요.', '크루통대신 얼린두부지짐을 사용했어요. 얼린두부는 녹여서 슬쩍짜고 깍뚝모양썰기후 지져줍니다.두부1모당 소금0.5ts, 설탕0.5ts, 식용유2Ts', '크루통 대신 얼린두부지짐 올렸어요. 졸깃하며 바삭하며 속은 촉촉해요.', '카레와 함께 먹은 감자스프 입니다.']"
부드럽고 고소한 감자스프 만들기,감자스프, 감자 양파 식빵 우유 물 소금 설탕 버터 마늘가루 파슬리가루,"['감자는 껍질벗기고물 넉넉히 부어 삶아 줍니다', '소금(1/2T), 설탕(한 꼬집) 넣고 삶을게요감자 양이 많아 보이죠샐러드용과 함께 삶아요 ㅎ', '감자삶는동안크루통 만들게요식빵은 깍뚝모양으로 썰어요', '녹인 버터에 빵 올리고중 약불로 구워 줍니다', '노릇노릇~~', '마늘가루 솔솔 뿌리고잠시 더 구워 마무리 할게요소금, 설탕 한 꼬집씩 넣었어요', '크루통 만들어 두고양파 볶어요버터 녹여서 슬라이스한 양파 올리고중약불로색이 변하도록 볶아 줍니다양파는 감자의 1/3이 적당하다고 해요', '색 변하도록 볶아 졌어요', '볶은 양파와 삶은 감자 넣고우유(400ml), 물(200ml)넣고 핸드블렌더 사용해 곱게 갈았어요중불로 저으며 끓이면 완성~~소금으로 간 했어요감자는 주먹만한 사이즈 2개 분량입니다']"
아이가 좋아하는 고구마스프 만들기 ,고구마스프, 군 생크림 뜨거운 양파 소 후추 곁들 식빵 베이컨,"['아이들 파스타 해주려고 산 생크림이 있어 사용했다.생크림은 비싸니 우유로도 대체 가능~^^', '고구마는 에어프라이어에 20분간 돌려 구워주었다.식빵이 있어서 수프에 넣어먹을 크루통도 만들어준다.', '에어프라이어에 식빵 1개와 베이컨 1줄을 잘라 넣어 160도로 5분간 돌려주면 초간단 #크루통 완성~!에어프라이어', '에어프라이어 하나에 주방 일이 세상 편해졌다.너 없을 땐 어찌 살았을까~', '본격적인 #고구마스프만들기 ~큰딸아이가 양파의 매운맛을 안 좋아해서 양파는 채 썰어 볶아준다.매운 기만 가시도록 살짝 볶아주었다.', '고구마 3개와 생크림, 뜨거운 물, 소금과 후추를 넣어준다.', '좀 더 부드럽고 맛있게 만들고 싶어 생크림을 사용했는데 없으면 우유로 대체 가능~#해피콜초고속블랜더엑슬림S 수프 기능이 있어 갈아서 또 끓여줘야 하는 번거로움이 없다.', '스프기능이 없다면 믹서기에 갈아주고 냄비에서 한번 끓여내어주면된다.', '그 사이 크루통과 베이컨이 완성.바삭바삭 맛있는 크루통', '해피콜 초고속 블렌더 엑슬림S로 초간단 고구마스프 완성~!', '크루통과 베이컨 넣어주고 파슬리가루까지 솔솔 뿌려준다.']"
당근 감자스프 2~4인분,당근감자스프, 감자 양파 당근 버터 육수 우유 소금 후추 얼린두부지 얼린 설탕 소금 식용유,"['준비식재료는 손질후 그람수 입니다. 감자의 1/3정도를 양파로 잡으면 됩니다.감자150g, 양파60g, 당근10g, 버터10g,', '적당하게 썰어주고요.', '버터녹이며 양파를 볶아줍니다. 양파가 투명해 질때까지 볶고 감자와 당근넣어 약2~3분 더 볶아줍니다.약불', '육수넣고 감자가 익을때까지 끓여요. 센불에서 끓으면 중불로 줄이고 약8~9분센불 ~ 중불', '우유넣고 갈아줍니다.우유를 넣어 식은후 갈아주세요', '약불로 저으면서 농도 맞춰주고요. 소금 후추 톡톡.약불저는 한소끔만 끓였어요.', '크루통 대신 얼린두부 지져서 얹어줬습니다. 씹히는식감은 졸깃,바삭합니다.', '감자당근스프 완성.']"
♥|신혼밥상| 단호박감자스프 3종세트,단호박감자스프, 단호박감자스 단호박 감자 우유 양파 표고버섯 다진마늘 카레가루 단호박감자샌드위 식빵 카나 크래커 새싹채소 만두 소세지 칵테일새우,0
단호박고구마스프 레시피 여름엔 차갑게 먹어도 맛있어~!,단호박고구마스프, 단호박 고구마 우유 꿀,"['냉장고에 넣어두고 아이들 아침마다 먹이려고 넉넉히 만들었다.상당히 많은 양이다.유리 물병으로 2병 가득 나왔다.적은양만 한다면 양을 절반으로 줄이면 되겠다.', '단호박과 고구마는 껍질째 한번 씻어주었다.', '단호박은 손질하기 쉽게 전자레인지에 3분을 돌려준다.전자레인지', '고구마는 껍질을 까서 준비하고~', '적당한 크기로 잘라 전자레인지 용기에 담아~소주잔으로 물한컵을 넣어준다.', '뚜껑을 덮어준다.', '10분간 돌려 쪄준다.', '단호박은 반으로 잘라', '씨를 발라주고', '토막 내어 전자레인지 용기에 넣어 전자레인지에 5분간 돌려준다.', '익은 단호박은 한 김 식혀 껍질을 벗겨준다.', '재료 준비 끝~!', '보통 믹서기에 갈아주고 다시 냄비에 담아 끓여주지만~요리도 장비 빨~!레비올라는 해피콜 엑슬림 수프 모드를 사용한다.', '단호박, 고구마, 우유와 꿀을 넣어준다.', '수프 모드로 작동시켜준다.양이 많아 한 번 더 수프 모드로 동작시켜주었다.', '단호박 고구마 수프 완성!냉장고에 넣어두고 아이들 어린이집 다녀오면 차갑게 내어준다.아이들은 영양간식으로 레비올라는 다이어트식으로 딱이다.차갑게 먹으니 별미다.']"
감자스프 2인분,감자스프, 감자 양파 버터 육수 우유 소금 후추,"['고명은 얼린두부 지져서 크루통대신 사용했어요. 얼린두부1모일때 설탕과 소금 반작은술씩, 식용유2큰술로 지져줍니다.', '손질후 그람수 입니다.감자120g, 양파60g, 버터3g', '버터를 녹이고 양파를 투명할때까지 볶다가약불', '양파는 더 볶아도 됩니다만, 투명하게 볶아지면,약불', '감자넣어서 약2분 볶아줍니다. 2분정도 볶으면 모서리가 투명해질꺼예요.약불', '육수넣어서 감자를 삶아줍니다. 물이 끓으면 중불로 줄이고 약10분. 육수는 거의 졸아들꺼예요.센불 ~ 중불', '우유 넣어불OFF', '갈아줍니다. 보드랍게.우유넣어 식은후 갈아주어요', '한소끔 끓어오를때까지 끓여줍니다. 저어주면서. 소금,후추 뿌려주면 끝.중불-약불', '크루통대신 올린 얼린두부 졸깃함이 괜찮았어요.']"
|해양수산부 이달의 수산물 9월| 스프의 끝판왕  게살땅콩잼스프 ★,게살땅콩잼스프, 꽃게 크림스프 물 감자 양파 브로콜리 땅콩잼,0
초간단 단호박 스프 : 입맛 없을 때도 술술 넘어가요~,단호박스프, 단호박 두유 설탕 소금,"['단호박을 전자레인지에 넣고 2분간 익힌 후 겉이 약간 물러진 단호박의 뚜껑을 잘라주세요. 그리고 숟가락으로 속을 긁어내세요.전자레인지', '전기밥솥(취사 1회)이나 찜솥(10~12분)에서 쪄낸 단호박의 껍질을 벗기고 속을 따로 담아주세요.', '찐 단호박 1/3 분량과 두유 1팩을 믹서에 넣고 갈아주세요.', '갈아낸 단호박 스프를 따끈하게 데워드시거나 냉장보관했다가 차게 드셔도 좋습니다^^']"
고구마 크림스튜  나만의 꿀팁 4가지(농식품정보누리 제철레시피 따라하기),고구마크림스튜, 닭다리살 고구마 피망 양파 식용유 생크림 물 소금 통후추 닭고기 청주 다진 소금 통후추 나만의 페페론치노 스파게티면 카레가루 토마토소스,0
중국식 게살스프 만들기  이렇게 깊은 맛이 날 줄이야!!!,게살스프, 새우 대파 닭가슴살 팽이버섯 크래미 계란 전분물 간장 육수재 다시마 건새우 황태채,0
자취생버전 고구마 크림스튜,고구마크림스튜, 무항생제 친환경 감자 양파 생크림 올리브유 후추 통밀식빵,0
부드러운 고구마스프 만들기,고구마스프, 고구마 우유 파슬리가루,"['고구마 세개를 껍질을까주시고 우유를 준비해 주세요', '믹서기에 고구마와 우유를넣고 갈아주세요', '냄비에 갈아둔 것을 넣고우유를 조금 더 첨가해서 중불에 끓여주었어요', '보글보글 끓으면끄고접시에 담아주세요위에 파슬리 가루를 뿌려주세요', '영양만점인 고구마 스프먹어보니 정말 부드럽고달콤해서 맛이 있어요']"
간단 고구마 수프 만드는 법  삶은 고구마 활용 요리,고구마스프, 삶은 양파 식용유 물 치킨스톡 우유 굵은 삶은,0
바나나 스프 ( banana soup ),바나나스프, 바나나 우유 버터 밀가루,"['바나나는 껍질을 제거하고 잘라 준다.', '믹서기에 바나나, 우유를 넣고 갈아 준다.', '프라이팬에 밀가루, 버터를 넣고 화이트루 를 만든다.', '화이트루에 갈아 놓은 바나나를 넣고 끓여 준다.']"
고구마&단호박크림스튜,고구마단호박크림스튜, 고구마 단호박 사과 감자 양파 월계수잎 닭가슴살 식빵 물 우유 생크림 버터 치킨스톡,"['고구마1개.단호박1/5.사과1/5.양파1/5 감자1/4 껍질벗겨 얇게편썰어주세요', '시간단축을 위해고구마는 미리익혀 깍뚝썰어주세요', '냄비에 버터.고구마.양파.단호박.사과볶습니다.', '물100ml.치킨스톡1T월계수잎1개넣고 끓이세요', '호박이 부드럽게 익으면월계수 건져내고 믹서기갈기(도깨비방망이 활용하면 편리해요)반쯤익혀 깍뚝썰은 닭가슴살.생크림200ml.우유200ml.넣고걸죽해질정도로 끓여주세요', '후라이팬에 구워둔 토스트 준비', '부드러운 스튜에 소금.후추넣고 마무리!']"
고구마 크림스튜,고구마크림스튜, 고구마 양파 피망 물 생크림 소금 후추 청주 식용유 다진마늘 슬라이스,"['1. 닭고기에 청주, 후추, 소금을 넣고 밑간해주세요.닭고기, 청주, 후추, 소금', '2. 고구마와 양파, 피망을 2cm로 깍둑썰어요.고구마, 양파, 피망', '3. 냄비에 식용유를 붓고 닭고기를 익혀요.식용유, 닭고기', '4. 2분 후 양파를 넣고 잘 섞어요.양파', '5. 3분 후 고구마와 피망을 넣고 섞어요.고구마, 피망', '6. 물과 생크림을 붓고 끓여요.물, 생크림', '7. 약간의 고구마를 전자레인지를 이용해 익히고 스튜국물을 활용해 믹서기나 도깨비 방망이로 갈아요.전자레인지', '8. 갈아 준 퓨레형식의 고구마를 스튜에 넣고 같이 섞어요.', '9. 소금과 후추 간을 하고 슬라이스 치즈 2장을 넣어 고소함을 더해요.소금, 후추, 슬라이스 치즈 2장']"
아침식사 대용 단호박스프,단호박스프, 단호박 감자 양파 버터 우유 소금 후추 물 슬라이스,"['재료 준비해 주세요~', '단호박안에 있는 씨는 빼 내고 껍질도 칼로 잘라내깔끔하게 제거한 후 얇게 썰어 두세요~전자레인지에 한번 돌린 후 자르고 껍질 벗기면 쉽게 벗길 수 있어요~', '감자와 양파는 모양 신경쓰지 말고 얇게 썰어 주세요~', '팬에 버터를 넣고 녹인 후 감자와 양파 넣고 볶아 투명한 색으로 변하면 썰어 둔 단호박 넣고 볶아 준 다음물 붓고 단호박이 무르게 익도록 10분 정도 끓여 주세요~', '끓인 재료는 믹서기에 담고 갈아 준 다음 팬으로 다시 옮겨 담아 주세요~', '불위에 올려 중약불에서 5분 정도 더 끓여 주세요~', '적힌 분량의 우유을 넣고 후루룩 한번 더 끓여 주세요~탈 수 있으니 주걱으로 저어가며 끓여야 해요!', '소금으로 간 맞추고 후추 약간 톡톡해 주세요~흰후추 있으면 흰후추 넣는게 깔끔해요~', '골고루 한번 저어 마무리 하면 단호박스프 완성!']"
고구마크림스튜 (만화속 요리를 따라서 플레이팅 해봤어요),고구마크림스튜, 고구마 양파 피망 닭가슴살 브로콜리 생크림,"['고구마를 사방 2cm 크기로 잘라줍니다', '피망도 한입크기로 잘라주세요', '양퍼 1/4개를 피망과 같은 크기로 잘라줍니다', '닭가슴살(닭다리살은 3쪽) 300g을 먹기좋게 잘라주세요', '청주 2큰술 마늘 1작은술 소금 후추 조금씩 넣어 밑간을 합니다', '기름을 두르고 센불에 2분동안 볶아주세요', '고구마와 양파를 넣고 3분간 더 볶아줍니다', '생크림 500ml(한통)와 물 100ml를 넣고 중불에 10분간 끓여주세요', '피망을 넣고(저는 브로콜리도 조금 넣어줬어요) 1분간 저어가며 끓여주고 소금과 후추로 부족한 간을 맞춰줍니다', '맛있는 고구마 크림스튜 완성입니다']"
|제철레시피따라하기|고구마닭가슴살스튜,고구마닭가슴살스튜, 닭가슴살 고구마 양파 느타리버섯 청양고추 우유 식용유 연두 소 후추,0
고구마크림스튜,고구마크림스튜, 군 닭가슴살 양파 오이고추 우유 물 소금 후추 요리유,"['고구마는 구워서 냉동시켜놨던거 준비했어요. 구워줘도 좋고 쪄줘도 좋고 일단 삶은걸로 준비합니다. 그밖에 생닭가슴살대신 통조림 준비하고 피망있음 좋은데 대신 오이고추 준비합니다.', '고구마 반쪽은 껍질째 깍뚝썰기하고 나머지는 껍질벗겨 깍둑썰기합니다. 껍질벗긴건 믹서기에 갈아줄거에요.그밖에 채소들은 고구마 크기에 맞춰 썰어줍니다.', '믹서기에 우유와 껍질벗긴 고구마를 넣고 곱게 갈아줍니다.', '팬에 기름 살짝 두르고 양파부터 볶아주다가 고구마 넣어줍니다.', '믹서기에 곱게 간 고구마우유를 모두 부어주고 물을 함께 넣어 끓여줍니다.', '캔 닭가슴살은 국물을 제거하고 건더기만 같이 넣어줍니다.', '마지막으로 고추를 넣고 소금, 후추로 간을 맞춰줍니다.']"
속이 보들보들 해지는 단호박 크림 수프 (Sweet pumpkin Cream soup) 만들기,단호박크림스프, 우유 생크림 꽃소금 후 버 치,"['1. 하드롤의 윗면을 자르고 속을 적당히 파내주세요', '2. 180°의 오븐에서 7 ~ 8 분간 구워줍니다.오븐', '3. 오븐사양에 따라 다를 수 있어요.', '4. 단호박을 위생봉지에 넣고 구멍을 뚫어주세요.', '5. 전자레인지에 5 ~ 6분간 돌려줍니다.전자레인지', '6. 단호박의 껍질을 걷어내주세요.', '7. 양파와 감자를 적당한 크기로 잘라줍니다.', '8. 버터가 녹으면 마늘, 양파, 감자를 넣고 볶아줍니다.', '9. 야채가 적당히 익으면 단호박을 넣고 살짝 볶아주세요.', '10. 우유와 생크림을 넣고 핸드 블랜더나 믹서기를 사용하여 갈아줍니다.', '11. 중 약불에서 끓기 시작하면 치즈를 넣고 30초간 끓인 후 불을 꺼주세요.', '12. 좀더 졸여주거나 생크림으로 농도를 조졸해 줍니다.', '13. 기호에 맞게 소금이나 후추를 넣어주세요.']"
호박스프 부드럽고 맛있는 단호박스프,단호박스프, 단호박 양파1/2 버터 물 우유 생크림 부재 대  ,"['단호박은 베이킹소다로 문질러서 닦아줍니다껍질을 먹을 게 아니라 베이킹소다로 간단하게 닦았어요', '단단해서 자르기 힘들 때는 전자레인지에3분 정도 돌려주면 조금 부드러워서 자르기 쉬워요반으로 잘라서 수저로 속을 파내줍니다전자레인지', '속을 파낸 호박을 한쪽에 8등분 해놓았어요~!~ 적당한 크기로 자르면 됩니다', '랩을 쒸운 후 레인지에 3분 돌린 후꺼내서 뒤집은 다음 다시 3분 정도 돌려줍니다', '전자레인지에 돌리면 칼로 껍질 벗기기도 쉬워요', '단호박이 80% 정도 익었네요양파는 채 썰어줍니다', '버터를 냄비에 넣고 양파를 볶아줍니다양파가 조금씩 익기 시작하면 호박을 넣어줍니다', '호박이 익기 시작하면 물을 1컵 부어준 다음 핸드믹서로 갈아줍니다(우유로만 끓여도 되지만 너무 느끼할 것 같아서 물을 조금 넣었어요)', '우유와 생크림을 부어준 다음 바글바글 끓여줍니다냄비 밑바닥이 타지 않도록 저어주며 바글바글 끓여줍니다센 불에서 끓이면 튀기 때문에 화상 입을 수가 있어서 조심하셔야 합니다끓기 시작하면 약불로 줄여서 은근하게 조금 더 끓여줍니다마지막에 흰 후추와 소금으로 간을 해줍니다', '고소하고 부드럽고 맛있는 단호박스프가 완성되었답니다단호박스프 위에 대추 말이를 올려주었어요', '스프에 바게트 빵을 곁들이면 한 끼 식사가 되네요스프에 찍어 먹으면 속도 편하고 맛있어요']"
#|면역력| 어니언갈릭 수프,어니언갈릭수프, 양파 통마늘 감자 당근 우유 버터 소금 후추,0
#팽이버섯 코코넷밀크 스프#이색적인 스프입니다,팽이버섯코코넛밀크스프, 팽이버 코코넛밀 토마 파 식용,"['위에재료를 준비해 주세요', '토마톨 썰어주세요', '다진 토마토', '팽이 버섯을 썰어 주세요', '계란을 풀어 주세요', '재료가 준비됐ㅂ니다', '팬에 기름을 넣어 주세요', '7에 토마토를 볶아 주세요', '파와 마늘로 넣어주세요', '9에 코코넷밀크를 붓고 끓여 주세요', '소금으로 간을해주세요', '팽이 자살 넣어 주세요', '계란을 넣고 항소큼 끓여 주세요', '간을 맞추어 주세여', '후추를 뿌려 주세요', '전분물을 넣어 농도를 맞추어 주세요', '스프가 완성 됐ㅂ니다', '그릇에 담고 파를 넣어주세요']"
면역력에 좋은 사과 단호박스프(든든 아침메뉴 추천),사과단호박스프, 단호박 사과 당근 우유 소금 버터,"['- 재료준비- 토핑으로 올려 줄 사과는 별도로 준비해주세요.', '- 단호박 숟가락으로 씨 긁어 제거하기- 껍질 감자필러로 깍기- 작은 크기로 썰기', '- 사과 가운데 씨 제거 후 껍질째 작은 크기로 썰기- 당근 작은 크기로 썰기', '- 단호박, 사과, 당근 위생봉투에 넣어 전자레인지에 3분간 익히기Tip. 위생봉투는 완전히 밀봉하지 말고 입구를 조금 열어놔요. 썰은 크기에 따라 익는 시간이 달라질 수 있으니 중간에 확인하면서 진행해주세요.전자레인지', '- 익힌 재료 숟가락이나 주걱으로 으깨기Tip. 뜨거우니 손 조심하세요.', 'Tip. 핸드블렌더나 믹서기에 갈아줄 경우 으깨는 과정 생략하기', '- 냄비에 으깬 재료, 버터, 소금, 우유 넣어 끓이기', '- 고운 입자를 원할 땐 핸드블렌더나 믹서기에 갈기- 원하는 농도에 따라 우유 추가하기- 단맛이 부족하면 올리고당이나 꿀 추가하기- 한소끔 끓여 마무리하기', '- 토핑용 사과 적당한 크기로 깍둑썰기', '- 스프를 담고 토핑 사과를 올리면 면역력에 좋은 사과 단호박스프 완성~!']"
달콤고소한 단호박크림스프,단호박크림스프, 단호박 휘핑크림 두유나 양파 소금,"['단호박은 용기에 담아 전자렌지에 익혀주세요..해동된 단호박은 7분 정도면 뿍 쪄지는거 같아요.전자레인지', '양파1/2개는 강판에 갈아주세요.', '팬에 익힌 호박을 으깨주세요.', '간 양파도 넣어주시고..', '휘핑크림이나 생크림1/2컵,두유나 우유1컵 넣고 보글보글 끓여요.', '원하는 농도가 될때까지 끓여주세요. 소금은 취향껏 넣어주세요.', '그릇에 따뜻하게 담아내시면 완성~~!!']"
|이유식1단계| 알레르기 걱정없이 이유식을 시작하는 방법 !! 쌀미음의 모든 것 !,쌀미음, 불린 물,0
병아리콩토마토스프 l 병아리콩으로 만든 건강미 뽐내는 토마토스프 ★,병아리콩토마토스프, 병아리콩 샐러리 양파 다진마늘 쥬키니호박 토마토 파프리카 물 소금 후추 올리브유 그라노파다노,"['양파, 호박, 샐러리는 얇게 채 썬다.', '냄비에 올리브유 2숟가락을 두르고 양파, 샐러리, 다진 마늘을 볶는다.', '양파가 투명해지면 토마토퓨레를 넣고 끓인다.토마토페이스트 1숟가락, 홀토마토 2종이컵을 사용해도 좋아요 ', '물 1+1/2종이컵, 병아리콩, 파프리카파우더, 호박을 넣고 10분간 중약불로 끓인다.병아리콩은 깨끗이 씻어 6시간 이상 불려 사용해주세요 ', '스프의 농도가 되면 소금, 후추으로 간을 맞추고 그라노파다노를 뿌려 완성한다.']"
#다이어트 식단#순두부,순두부, 순두부 달래 양념 고춧가루 간장 설탕 올리고당 식초 다진마늘 참기름 통깨,"['순두부만 있으면 체중 ↓', '순두부를 냄비에 담아주세요.', '달래 500원 동전 둘레 정도 잡아 잘게잘게 썰어주세요.', '물 100~150ml을 붓고 보글보글 끓여주세요.', '다진 달래, 고춧가루 1스푼, 간장 4큰술, 식초 1큰술, 설탕 반스푼, 올리고당 1큰술, 참기름 반스푼, 통깨 적당히 양념장을 만들어 주세요.다진마늘 넣어도 맛있음!올리고당이 없다면 매실청 대체 가능!새콤달콤한 맛을 원하면 식초 in 오리지널 맛을 원하면 식초 생략!', '달래 양념장 살짝 타서 뜨끈뜨끈하게 드세요.']"
#크리스마스 파티 #단호박크림수프,단호박크림수프, 단호박 우유 생크림 소금 후춧가루,"['미니 단호박 또는 큰 단호박 반통을 잘라 전자레인지로 5~7분 정도 돌려주세요.전자레인지', '호박씨를 파내고 푹익힌 단호박을 푹푹 파서 냄비에 담아주세요.푹 익히면 믹서기로 갈 필요 없음!', '우유 200ml을 부어주세요.', '생크림 200ml을 부어주세요.', '약불에서 살살살 풀어주면서 저어주세요.', '걸쭉해주면 소금 한꼬집으로 간을 하고 기호에따라 후추를 뿌려주세요.', '파슬리가루 톡톡!']"
백종원의 요리 비책  감자스프,감자스프, 1. 재료 버터 양파 우유 감자 소금 설탕 물 파슬리 후추 크루통 식빵 버터,0
크리스마스트리 치킨크림스튜,치킨크림스튜, 닭가슴살캔 브로콜리 대파 양파 파프리카 치즈 비엔나소세지 버터 우유 생크림 슬라이스치즈 후춧가루,"['부드러운 닭가슴살크림스튜 재료를 준비해주세요.토핑은 취향껏 준비!', '브로콜리는 끓는물에 소금을 넣고 약2~3분정도 데쳐주세요.', '버터 한스푼을 넣고 대파를 볶아주세요.', '양파랑 파프리카를 넣고 다시한번 달달 볶아주세요.', '소세지랑 닭가슴살을 넣어주세요.', '후춧가루를 적당히 톡톡해준 뒤 볶아주세요.', '치즈떡, 우유 100ml, 생크림 100ml을 붓고 중약불에서 끓여주세요.', '슬라이스 치즈 1~2장 넣고 걸쭉해질때까지 약불에서 졸여주세요.', '브로콜리를 작게 썰어주세요.', '브로콜리로 트리 만들어 주면 크리스마스 치킨크림스튜 완성!']"
토마토처트니 l 브런치 잼으로~! 스테이크 소스로 활용하기 좋은 레시피 ★,토마토처트니, 방울토마토 양파 발사믹비네거 꿀 레몬즙 소금 후추 설탕 올리브유,"['양파는 곱게 채 썬다.', '방울토마토는 4등분 한다.', '팬에 올리브유를 두르고 양파를 넣고 갈색 빛이 돌 때까지 볶는다.', '방울토마토를 넣고 볶은 후 발사믹 비네거, 꿀을 넣고 졸인다.', '레몬즙, 설탕, 소금, 후추을 넣고 센불로 볶아 윤기를 살려 완성한다건포도를 추가해도 좋고, 스테이크소스 대신 먹어도 좋아요 ']"
군고구마로 만드는 고구마스프 따뜻달달한 겨울간식,고구마스프, 군고구마 감자 양파 버 올리브 소금 치킨스톡 우유,"['고구마스프에 넣을 양파, 감자를 잘게 채썰어줍니다.양파를 스프에 넣으면 감칠맛이 확 살아나고,군고구마만 있으면 단맛이 너무 강해서 감자를 함께 넣어서 담백함을 더해줘요.', '군고구마도 함께 준비해요.일반 삶은 고구마 넣어도 좋아요!', '올리브유 두숟갈 정도 둘러주고 버터 한조각 넣고,양파와 감자 먼저 볶아줍니다.타지않게 얼른 익혀주려고 양파와 감자는 얇게 채썰었어요.양파 숨이 죽을 때까지 볶아주세요.버터 향이 장난아니에요! ㅎㅎ', '양파가 숨이 죽으면 우유 넣어줍니다.스프 만들 때 생크림 함께 넣어주면 더 크리미하고 진한데 저는 집에 우유 밖에 없어서 우유만 넣었어요.우유만 넣어도 충분히 부드럽고 진하더라구요.', '중약불에서 끓여줍니다.이 때 저는 감칠맛 올려주려고 치킨스톡 반숟갈 넣어줬어요.이것도 없으면 생략하세요.양파와 군고구마 감칠맛으로도 충분해요!', '한번 싹 끓이고나면 군고구마 넣어서 섞듯이 약한불에서 끓여줍니다.우유, 버터 고소한 맛을 고구마에 먼저 입혀주려고 함께 끓여줘요.', '익힌 고구마 우유와 소금 한꼬집 넣어서 블렌더에 갈아줍니다.저는 스프모드가 있는 블렌더여서 재료들 다 익힌 후에 블렌더에 넣고 갈아서 완성이 되었어요.일반 블렌더라면 재료들 다 갈아준 다음에 냄비에 한번 더 되직하게 끓여주세요.', '향이 나는 허브 가루를 뿌려서 함께 먹어도 좋아요!']"
(겨울간식)감자스프:겨울아침&간식 메뉴로 좋아요,감자스프, 양파 버터 감자가루 다시육수 우유 즉석스 우유 하루견과/삶은고구마/크루,"['팬에 양파를 투명해질때까지 볶는다양파를 타지않게 볶는게 포인트에요', '버터와 감자가루를 넣고 볶는다(감자전분 아님)감자가루 없으면 감자를 잘게 썰어넣어 볶으세요', '모든 재료가 어우러지게 볶은 후', '육수를 붓고 한소끔 끓인다', '우유를 넣고 한소끔 더 끓인 후 핸드믹서로 갈아준다핸드믹서로 갈아줄거니까 감자가루가 덩어리져도 신경쓰지 마세요', '믹서로 곱게 갈아진 스프는 소금후추 간을 하고 당장 먹을 것만 덜어놓고 -.', '차갑게 식힌 후 보관용기에 담아 냉장보관 한다']"
따땃하게 먹을 수있는 맛밤으로 만드는 밤스프 ★,밤스프, 맛밤 고구마 양파 샐러리 마늘 버터 치킨육수 생크림 소금,"['양파, 샐러리, 마늘은 곱게 채 썬다.', '고구마는 전자레인지에서 10분간 익힌다.전자레인지', '냄비에 버터를 넣고 녹인 후 마늘, 양파를 충분히 볶는다.', '샐러리, 고구마, 밤을 순서대로 넣고 약 불에서 5분간 볶는다.', '치킨육수 4종이컵을 넣고 10분간 끓여 재료가 부드러워 질 때까지 끓인다.떠오르는 거품은 제거해주세요 ', '핸드믹서기로 재료를 곱게 갈아 체에 내린다.', '치킨육수, 생크림을 넣고 농도를 조절하여 소금, 후추를 넣고 완성한다.남은 맛밤을 올려서 먹으면 좋아요 ']"
정통스프♥♥ 비프 앤 베지 스프,비프앤베지스프, 소고기 감자 양파 당근 양배추 토마토 물 케찹 식용유,0
