레시피 제목,요리명,요리재료,레시피내용
정식품 진한콩국물로 만든 빠네크림파스타,빠네크림파스타, 콩국물크림스파게 정식품 소면 베이컨 시금치 방울토마토 다진양 다진마늘 올리브유 소 후 치즈가 파슬리가루 버터,"['1. 정식품 콩국물1통과 국수용 소면을 준비합니다.소면은 2인분으로 삶아 찬물에 헹궈놓아요.', '2. 양파와 다진마늘을 버터에 볶다가 베이컨을 넣어볶아요.', '3. 노르스름하게 볶아지면 콩국물1통을 잘 흔들어서 넣고소금, 후추를 넣고 끓여둔뒤 1번에 소면을 넣습니다.방울토마토는 반으로 잘라 10개로 만들어 넣고시금치를 씻어 넣어줍니다.', '4. 빠네빵은 머리부분을 잘라내고 속 빵을 들어내 살짝 버터를 발라 후라이팬에 굽거나 에어프라이어에 익혀둬요.3번의 면을 붓고 파슬리가루와 치즈가루 뿌리면 완성!!에어프라이어']"
소떡소떡 초간단 레시피 아이들 간식으로 안성맞춤,소떡소떡, 떡 비엔나소시지 식용유 고추장 케첩 간장 맛술 물엿 설탕 고춧가루 물 후,"['떡은 한번 데쳐서 사용해요. 꼬치에 끼우기도 쉽고 익히기도 쉽답니다.', '비엔나도 살짝 칼집을 내어 데쳐 줍니다.칼집을 너무 많이 내면 꼬치에 끼울 때 갈라져요!', '나무꼬치에 떡,비엔나 순으로 두개씩 꼽아줍니다.꼬치는 다이소에서 구매했어요. 작아서 아이들이 들고 먹기에도 편리하답니다!', '양념을 계량만큼 팬에 잘 개어 섞어 준 뒤 약불로 조려줍니다.약불아이들이 먹을때는 고춧가루를 빼고 케첩을 반스푼~한 스푼 정도 더 넣어주세요!', '기름을 살짝 두른 팬에 꼬치에 끼운 소떡소떡을 구워줍니다.약불', '키친타올로 기름을 한번 제거하고 만들어진 소스를 위에 발라주면 완성!']"
백파더 참치함박 부터 동그랑땡까지 참치요리 제대로야,참치함박, 참치 달걀 청양고추 다진양파 채썬 부침가루 다진마늘 소스양 설탕 간장 케첩 버,"['재료준비해주세요', '참치는 채반에 걸러 기름을 제거해주세요 계량하기 쉽게 다진대파 한캔을 만들어주세요 양파는 다져서 참치캔에 한캔 만들어주세요', '청양고추는 다져서 넣으시고 다진마늘 반큰술과 부침가루 2큰술 계란 2개를 넣고 잘섞어주세요 부침가루와 계란이 접착역할을해 전을 만들때 흐터지지 않을거 같아요 청양고추는 취향에따라 넣어주시면 될거 같아요', '잘 섞힌 재료를 한숟가락정도 떠서 그대로 부쳐주시면됩니다 모양이 안나올때는 숟가락 두개로 모양을 이쁘게 잡아주시면될거 같아요 약불이나 중불에서 서서히 구워주시고 앞뒤로 노릇하게 만들어주세요', '너무 맛있네요 술안주로도 좋을거 같아요 코로나로 아이들 반찬으로도 괜찮아요', '백파더 참치함박 만들어볼께요 참치캔에 남은 반죽을 넣어주고 식용유를 넉넉히 넣은 상태에서 참치캔을 부어주세요 모양을 잡아주시고 평평하게 두껍지 않게 펴주시면됩니다 약불에서 서서히 노릇하게 구워주세요', '설탕 1큰술 간장 1큰술 케첩 2큰술 버터를 섞어 노릇하게 구워진 참치 함박에 양념을 넣고 살짝 조려주시면될거 같아요 양념이 너무 간단하지만 정말 맛있는 소스입니다 어느정도 양념이 베이면 완성입니다', '계란후라이를 반숙으로 만들어 올려봤어요 참치함박 생각보다 소스와 잘어울리는 맛인거 같아요 소스가 맛있어 참치동그랑땡 만들어 놓은 것도 소스를 올려 먹으니 정말 맛있는데요']"
경기미 참드림 _ 쭈욱~ 늘어나는 치즈 밥피자,치즈밥피자, 쌀 또띠야 토마토소스 고추장 양파 호박 파프리카 올리브 피자치즈 소금 후추,"['경기미 참드림을 깨끗하게 씻어 밥을 합니다.', '각종 야채를(파프리카, 양파, 호박) 썰어서 후라이팬에 오일을 두르고 볶아주세요.쎈불평소에 편식하는 야채가 있다면 잘게 썰어서 넣어주세요. ', '밥과 토마토소스를 넣어 볶아주세요. 소금과 후추로 간을 합니다. 맛있게 볶은 피자 볶음밥은 잠시 그릇에 덜어놔주세요.고추장 1티스푼도 같이 넣어서 볶아주면 매콤하면서 감칠맛이 더 좋아집니다. ', '후라이팬에 또띠아 한장을 올린 후 토마토소스를 넓게 발라주세요.약불', '그 위에 만들어놓았던 피자볶음밥을 올려주세요. 올리브도 올려주시면 더욱 맛있는 피자를 만들 수 있어요.약불', '피자치즈도 듬뿍 올리고 뚜껑을 닫고 치즈가 녹으면 완성입니다.약불']"
?로제치킨 콩도리아 만들기 정식품 콩국물로 볶았어요 :),로제치킨, ?흰밥 ?닭가슴살 ?정식품 ?정식품 ?표고버섯 ?양파 ?당근 ?대파 ?버터 ?밀가루 ?로제소스 ?큐빅치즈 ?소금 ?후추 ?파슬리 ?식용유,0
라이스페이퍼 깻잎 두부요리,라이스페이퍼깻잎두부, 라이스페이퍼 두부 감자전분 깻잎 청양고추 양파 피망 계란,"['깻잎을 잘게 썰어주세요', '청양고추도 잘게 썰어주세요*기호에따라 1~2개 넣의면 됩니다:)', '양파도 잘게 다져주세요', '피망도 잘게 다져주세요', '두부는 칼등으로 으깨주세요', '볼에 썰어놓은 야채와 계란, 감자전분, 소금, 후추를 넣고 잘 섞어주세요', '라이스페이퍼를 물에 적신 뒤에 재료를 한숟갈 넣고 라이스페이퍼 아래를 먼저 접어주세요*라이스페이퍼 담구는 물은 너무 뜨거우면 금방 흐물거리기 때문에 차가운 물을 조금 섞어주세요. (손을 담궜을 때 따뜻하다고 느껴질 정도)', '이어서 라이스페이퍼 오른쪽을 접고', '이어서 라이스페이퍼 왼쪽 부분을 약간 잡아당기듯 감싸주세요:)', '그리고 꼼꼼하게 돌돌 말아주세요*영상이 있으니 영상을 참고해주세요:)', '프라이팬에 기름을 두르고 앞뒤로 노릇 구워주세요*서로 달라붙지 않도록 간격을 두고 놓아주세요중약불', '맛있게 먹습니다:)간장에 찍어 먹어도 되고 칠리소스나 월남쌈 소스에 찍어 먹으면 더 맛있답니다:) ']"
에어프라이어 식빵러스크 ,식빵러스트, 식빵 버터 설탕 소금,"['곡물 식빵도 있었네 ㅎㅎ6장으로 넉넉하게 만들어보았습니다.', '볼에 버터 4조각, 설탕 1, 소금 약간을 넣어전자레인지에 버터를 녹여 고루 섞어 주세요.전자레인지', '버터 대신 올리브오일 뿌려 주셔도 무관합니다.솔을 이용해 앞, 뒤로 발라주고', '에어프라이어에 넣어', '180도 온도에서에어프라이어', '5분간 굽고', '1차로 구워 나온 모습', '뒤집어서 같은 온도에서 5분 구워 마무리했어요.갖고 계신 제품마다 온도, 시간이 다르니깐중간에 열어 식빵을 체크해 주세요.전체적으로 노릇노릇하게 너무 잘 구워져 나왔다는요.', '가위를 이용해 길쭉하게 잘라 준 다음일회용 비닐봉지에 설탕을 담고구운 식빵을 한데 넣어 고루 섞어 주었답니다.달달한 맛이 좀 필요한 순간~~요건 취향껏 해주세요.', '완성']"
로투스아이스박스 케이크 ♥ 노오븐디저트로 달달한 오후보내기,로투스아이스박스케이크, 크림치즈 설탕 생크림 로투스,"['볼에 생크림을 붓고 휘핑한다.', '볼에 크림치즈를 푼 후 설탕을 넣어 섞는다.크림치즈는 상온에 20~30분간 미리 꺼내 놓으면 말랑해요.  ', '크림치즈에 휘핑한 생크림을 넣고 섞는다.', '그릇에 로투스>크림>로투스>크림 순으로 반복해 쌓아 완성한다.']"
나폴리탄 파스타(초간단 5분 요리),나폴리탄파스타, 파스타 소세지 양파 청량고추 케찹 스리라차 설탕 파마산가루 올리브 버 소 후,"['소금 올리브유를 넣고 물이 끓면 파스타를 3분30초 삶아줍니다', '재료를 먹기좋게 썰어줍니다', '버터 올리브유를 두르고 볶아줍니다노릇하게 익으면 케찹만 3T 넣어주고 한번더 볶아줍니다', '면을 넣고 스리라차 케찹 설탕을 넣고 섞어주고접시에 담기전에 파마산을 뿌리고 한번더 섞어주면 끝', '완성입니다오랜만에 나폴리탄인데 참 맛있게 먹었네요']"
에어프라이어 치킨 만들기 양념치킨 |코로나 극복|,양념치킨, 닭봉 청주 허브맛소금 양념 간장 다진 청주 식초 올리고 케첩 참기 후춧가루,0
맛 없기 힘든 조합! 스팸과 딸기잼이란        스팸치즈롤 ★,스팸치즈롤, 스팸 식빵 슬라이스치즈 달걀 우유 잼 파슬리가루,0
야끼 카레 만들기 (남은카레 요리) (쉬움  자취  만드는 법  전자레인지  치즈),야끼카레, 남은카레 양파 베이컨 치 버 계란 굴소,0
?경기미 가와지 1호로 밥 오꼬노미야끼 만들기 소스 쉬워요 :),오꼬노미야끼, 경기미가와지1호 양배추 양파 달걀 숙주 자숙새우 송송썬대파 가쓰오부시 참기름 마요네 돈가스소 식용유 소금,0
나혼자산다 김민경 핫도그 김밥 계란피자 따라 해보기 ,핫도그김밥계란피자, 김밥 핫도그 달걀 모차렐라치즈 소금,"['프라이팬에 다르겠지만 김밥 1줄 정도 준비하심 될 것 같아요.달걀은 TV에서는 4개 사용했는데 저는 3개만 준비했습니다.', '달걀 3개를 풀어 소금 간을 해주세요.', '냉동 핫도그라 전자레인지에 1분 돌려먹기 좋게 썰어 주었습니다.전자레인지', '달군 팬에 식용유를 두르고풀어 놓은 달걀을 모두 붓고어어 불을 약불로 줄여주세요. 그래야지 타지 않겠죠?', '이어 김밥이랑 핫도그를 반반으로 올려주고나름 반반 피자 ㅎㅎ', '그 위에 모차렐라 치즈를 취향껏 올려줍니다.둘째가 옆에서 많이 많이를 외치는 바람에김밥이 안 보여 ㅎㅎ', '이어 뚜껑을 덮고 치즈를 녹여주세요.', '짠~~ 완성된 계란 피자는 접시에 옮겨 맛있게 드심 된답니다.', '약불에서 해야지~ 사진처럼 바닥이 안 타요.(초점 무엇 ㅎㅎㅎㅎㅎ)', '노릇하게 잘 구워진 피자는가위를 이용해 잘라 주심 된답니다.', '완성떡볶이 준비하 함께 먹으면 좋아요.']"
정식품 콩국물로 콩국수 대신 감자국수 만들기,감자국수, 감자 콩국물 삶은 비트 방울토마토 완두콩 설탕 소금,"['감자는 채칼을 이용해 최대한 얇게 썰어주세요.채 썬 감자는 찬물에 20분 담가 전분기를 제거해 주세요.', '끓는 물에 넣고 감자채를 1분 정도로 가볍게 데쳐주세요.너무 데치게 되면 부서지므로 가볍게만 데쳐주시면 된답니다.', '데친 감자를 그릇에 담고 데코로 방울토마토와 완두 콩을 조금 올려보았어요.', '냉장고에 보관해둔 시원한 콩국물을 부어주세요.취향에 따라 설탕, 소금을 적당량 넣고간을 맞춰주면 간단하게 완성이 되는 감자국수입니다.', '이번엔 단호박과 비트 콩국물을 만드는 방법을 알려드릴게요.삶은 단호박 1조각과 콩국물 200ml를 넣고 믹서기에 갈아주세요.', '비트는 여러 조각으로 잘라 준 후 콩국물에 넣고 우려내 색을 내주세요.', '단호박 콩국물과 비트 콩국물도 취향에 맞게 설탕, 소금으로 간을 맞춰주세요.이렇게 하여 완성이 된 3가지 맛 콩국물 감자국수!!']"
이연복 난자완스 레시피 시식 후 감탄 연발,난자완스, 돼지고기 전분 양파 적채 홍고추 건표고 대파 생강 간마늘 참기름 굴소스 정종 소금 후추 진간장 홍고추 계란 설탕 올리브유,"['1,돼지고기 갈은거를 준비합니다.', '2,키친 타올로 고기의 수분을 여러번 제거해줍니다.', '3,생강과 마늘을 넣어줍니다.', '4,진간장 2스푼을 넣고 소금은 한꼬집넣어줍니다.', '5,통후추로 냄새를 제거합니다.', '6,정종도 2스푼넣어줍니다.', '7,참기름 한스푼넣어줍니다.', '8 계란 한개 넣어주고요.', '9,전분가루 4수저 넣고 버무립니다.', '10,동그랗게 얇게 만들어 놓습니다.', '11,소스만들 야채들을 썰어서 준비해둡니다.', '1,올리브유를 두르고 생강과 마늘 대파를 넣어서 대파기름을 내줍니다.', '2,야채를 모두 넣고요.', '3,굴소스를 2스푼넣어줍니다', '4,설탕도 한스푼 넣어주고요', '5,전분2스푼과 물 4스푼을 풀어서 넣어줍니다.', '6,이렇게 소스가 완성 되었어요.', '7,고기를 노릇하게 튀겨내고요 기름을 제거해줍니다.']"
|우리품종 경기미 참드림| 쌀요리 / 경기미 참드림 늙은호박 쌀가루 찜,늙은호박쌀가루찜, 우리품종 늙은호박 찹쌀가루 소금 설탕,0
코로나 극복 건강한 가지피자 만들기!,가지피자, 가지 당근 빨강파프리카 노랑파프리카 새송이버섯 양파 모짜렐라치즈 슬라이스햄 스파게티소스 케찹,"['가지피자 만들기에 필요한 재료입니다.가지, 당근, 파프리카(빨, 노), 새송이버섯, 양파, 슬라이스햄 or 베이컨, 토마토소스, 모짜렐라치즈, 케찹입니다.', '먼저 가지는 길쭉하게 삼등분으로 썰어주되 끝부분은 연결해서 썰어주세요.', '살짝 밑간을 해야겠죠? 후추를 톡톡톡~ 뿌려주세요!', '그리고 소금도 솔솔솔~ 뿌려주고 가지는 잠시 대기시켜줍니다.', '양파는 먼저 채썰어 주고, 절반 크기로 썰어주세요.', '새송이버섯은 길쭉하게 놓고 얇게 썰어준 뒤, 작은 크기로 썰어주세요.', '당근은 얇게 썰어 준 뒤, 잘게 채썰어주세요.', '파프리카도 길쭉하게 채썰어 준 뒤, 작은 크기로 썰어주세요.', '슬라이스햄은 1/3등분을 한 뒤, 작은 크기로 썰어주시면 됩니다.', '이렇게 가지피자 만들기 재료준비를 하다보면 소금을 뿌려놓은 가지에서 물기가 생깁니다.그러면 키친타월로 물기를 제거한 뒤 사용해 줍니다!', '미리 180도 정도로 오븐을 예열해주시고~오븐팬 위에 가지를 올려주세요.', '그리고 토마토소스를 발라주세요.', '토마토소스를 바른 가지 위에 양파를 골고루 올려주세요.', '그리고 당근채도 골고루 올려주세요.', '새송이버섯채도 골고루 올려주세요.피자에는 양송이버섯이라는 편견은 버리시고 집에 있는 버섯 사용하시면 되요!새송이버섯도 굉장히 쫄깃해서 식감이 좋아요.', '그리고 파프리카 빨, 노 썰어 준 것을 골고루 올려주세요.저는 색감때문에 2가지 색깔을 올렸지만집에 1가지가 있으시면 1가지만 넣으시도 되겠죠!!', '그리고 썰어둔 슬라이스햄도 올려주세요.슬라이스햄을 안 넣으면 완전 건강한 채소피자가 되겠죠!??저는 조금 더 맛있게 먹기 위해 슬라이스햄을 넣었어요.베이컨을 넣으셔도 됩니다~!', '마지막으로 모짜렐라치즈를 듬뿍 올려주세요.', '그 위에 케찹을 휘리릭~ 뿌려주셔야 가지피자 만들기 준비가 끝입니다.이제 180도에서 30분 전 후 정도 치즈가 살짝 노릇하게 익을 때까지 오븐에 구워주시면 됩니다!!오븐', '이렇게해서 건강한 가지요리 가지피자 만들기 완성입니다!!!!!밀가루도우 없는 가지도우! 정말 쫄깃하니 맛있어요^ㅡ^']"
매콤마요 에그토스트 ,에그토스트, 식빵 달걀 소금 마요네즈 고춧가루 설탕 식초,0
|우리품종 경기미 참드림| 토마토 소스를 곁들인 오징어 순대,오징어순대, 오징어순 경기미로 오징어 부추 당근 애호박 양파 두부 소금 후추 밀가루 토마토소스 어린잎(또는,0
| 경기미 가와지1호 | 비건 라이스샐러드,비건라이스샐러드, 가와지1호 천일염 브로콜리 바질및 서양특수채소 식용꽃 죽순 청가시 아보카도 표고버섯 레몬 바질오일 바질식초 구은소금 후추,0
?경기미 가와지 1호로 4색 밥와플 만들기 와플메이커로 요리해요 :),밥와플, ?경기미 ?경기미 ?배추김치&김치국 ? ?간장 ?설탕 ?다진 ?고춧가루 ?조미김 ?참깨 ?참기름 ?캔참 ?마요네즈 ?양파 ?후추 ?장조 ?버터 ?통마늘 ?대파 ?자숙 ?당 ?애호 ?스위트 ?식용유 달걀,0
에어프라이어 가지튀김 바삭함에 반하는 집밥! |코로나극복|,가지튀김, 가지 빵가루 튀김가루 계란 파슬리가루 물 소금 오일스프레이,0
라면만큼 쉬운 백종원 라볶이,라볶이, 물 라면 고추장 설탕 추 어 삶은,"['좋아하는 라면으로 1봉지 준비합니다.양을 늘리기 위함으로어묵이랑 삶은 달걀을 준비했는데요.떡볶이나 라볶이에요 두 재료가 빠지면 좀 섭섭해 ㅎㅎ', '물은 1컵하고 1/2컵 준비하고', '라면 스프는 2/3 정도 넣어주고건더기 수프도 다 넣어 주세요.', '그리고 고추장 (1), 설탕(1)을 넣어 줍니다.양념을 넣고 드셔보세요.사람마다 입맛이 다를 수 있으니깐짜다 싶으면 물을 조금 넣어주시던가그 반대라면 고추장이나 스프양을 늘려본인 입맛에 맞게 양념해 주세요.', '바글바글 끓어오르면 라면이랑 어묵을 같이 넣어주고', '삶은 달걀도 넣어보글보글 끓여 마무리해 주심 된답니다.진짜 쉽죠~', '완성']"
맛있는 칠리새우 만들어 볼께요.,칠리새우, 대하새우10-15마 계란흰자2 전분가루50 식용류1/2 양파1 간장1 시판칠리소스3 케찹3 소금 후추 설탕 물1/2 고추1,"['오늘은 비오는날 매콤달콤하고 바삭한게 제격이고술안주로도 좋은 깐쇼새우 만드는 법손님상차림 깐쇼새우 만드는법생일상 차리기 메뉴 칠리새우 만들기 한번 해볼께요.', '우선 새우를 머리,내장을 제거하고 껍질을 까서 준비해 주세요.요즘은 손질된 새우도 많이 나오니그거 사셔서 하심 세척만 하심 되니 더 편하시구요.그리고 세척해 물기를 제거하고 소금한꼬집.후추로 간을 해주세요', '그리고 계란 흰자만 분리해서 간을 해둔 새우에 계란 옷을 입혀 주세요.봉지에 전분가루를 넣고 계란 흰자옷을 입힌 새우를 넣고 흔들어 주세요. 그래서 골고루 전분가루 옷을 새우에 입혀 주세요.', '그럼 이렇게 뽀얗게 전분가루 옷까지 입은 새우가 되지요.그럼 후라이팬에 기름을 두르고 새우를 올리고 부치듯이 튀겨 주세요.그럼 그냥 새우튀김 만들기 할 때처럼 바삭한 새우튀김이 완성', '우선 양파 채썬 걸 넣고 볶아 주세요.그리고 어느 정도 익음 물1/2컵을 넣어 주세요.만들어둔 깐쇼새우 칠리새우 칠리소스를 넣어 주세요.그리고 살짝 끓여주시구요.싱거우시면 간장 조금 더 넣어서 간을 맞추어 주시구요.아까 튀겨둔 새우튀김 레시피 한 것을 넣어 주세요.', '우선 양파를 기름에 볶다가 양파가 살짝 익으면물을 약간 1/2컵 넣으시구요만들어둔 깐쇼새우 칠리새우 칠리소스를 넣어 주세요.그리고 살짝 끓여주시구요.싱거우시면 간장 조금 더 넣어서 간을 맞추어 주시구요.아까 튀겨둔 새우튀김 레시피 한 것을 넣어 주세요.그리고 약간 양념을 발라준다는 생각으로불을 끄고 무쳐 주세요.']"
|코로나극복|백종원 만두찌는법으로 기분좋아지는 비빔만두만들어 먹어요!,비빔만두, 양념장재 고춧가루 진간장 식초 매실액 설탕 고추장 참기름 올리고당 비빔재 만두 당근 양배추 콩나물,0
| 경기미 가와지1호 | 비건 채소밥튀김,채소밥튀김, 경기미 호박 푸주 노란파프리카 빨 아보카도 표고버섯 밀가루 빵가루 카놀라오일 구은소금 채식조미료 후추가루 채식표고액젓 들기름,0
초간단 라볶이 레시피,라볶이, 고추장 고춧가루 다진마늘 간장 설탕 물 라면사리 떡볶이떡 대파,"['냄비에 물을 넣고 설탕, 고춧가루, 간장, 다진 마늘, 고추장을 넣어 끓여줍니다.물4컵, 설탕2큰술, 고춧가루1큰술, 간장1큰술, 다진 마늘1/2큰술, 고추장1큰술', '라면사리를 넣어줍니다.라면사리2개', '라면이 반쯤 익으면 물에 담궈둔 떡볶이떡을 넣어줍니다.떡볶이떡300g', '떡볶이떡이 익으면 대파를 넣어줍니다.대파1/4대', '알맞게 조려지면 접시에 담아줍니다.']"
가래떡꼬치구이 말랑말랑 맛있는 에어프라이어요리!,가래떡꼬치구이, 고추장 간장 케찹 칠리소스 설탕 찰조청 후춧가루 가래,"['말랑말랑한 가래떡에 꼬치를 끼워주세요.가래떡이 많이 딱딱하다면 끓는 물에 데쳐 이용하세요.', '분량의 재료대로 양념들을 넣고 섞어준 뒤 불에 올려 뽀글뽀글 끓여 식혀주세요.', '가래떡 꼬치에 오일을 발라주세요.', '에어프라이어 석쇠 위에 오일을 바른 가래떡 꼬치를 올리고', '180도에서 6 ~ 7분 정도 구워주세요.에어프라이어각 가정의 에어프라이어 사양은 다 다르므로, 온도와 시간은 가감하세요!', '미리 만들어둔 꼬치 양념을 여러 번 발라주고 2 ~ 3분 정도 구워주세요.']"
냉파 요리/ 치킨 샌드위치,치킨샌드위치, 식빵 달걀 들기름 스팸 남은치 스테이크 머스터드,"['달걀 1개는 프라이를 해서 준비한다.들기름을 좋아해서 들기름을 넣고프라이를 만들어 주었다.', '식빵은 테두리를 잘라내고 팬에양면으로 노릇하게 구워준다.', '스팸은 한 조각 잘라서양면으로 구워 주었다.', '얼마 전 시켜먹은 치킨이 몇 조각 남아서 얇게 편으로 썰어서 빵처럼 구워 주었다.', '치킨 샌드위치에 만들 속재료가모두 준비 되었다.', '소스로는 스테이크 소스 1T와머스터드 소스 1T를 준비 하였다.', '구워 낸 식빵 한 면에 머스터드소스를입혀준다.', '그 위에 갓 구워 낸 스팸을 올려준다.', '윤기 흐르게 구워 낸 치킨도 올려준다.남은 치킨은 항상 처치 곤란이지만버리지 말고 재활용 해서 먹으면 끝까지 먹을 수 있어서 마음이 편해 지는 것 같다.', '치킨 위에 스테이크 소스 입혀 준다.', '그 위에 두툼하게 익힌 달걀 프라이 올려준다. 옹기종기 모인 가족처럼단단하고 탐스러워 보인다.', '남은 식빵 한장으로 지붕 만들어 주고집에 있는 과일과 함께 아침 식사로맛있게 준비 되었다.', '속이 꽉 찬 남은 치킨을 이용한 샌드위치. 아침 굶지말고 무엇이든지먹고 코로나 잘 이겨내자.']"
|5분완성| 초간단 백순대볶음/들깨순대볶음 :꼬숩꼬숩~ 언제 먹어도 맛있어요! ,백순대볶음, 찰순대 양파 깻잎 식용유 들깻가루 소금,0
정식품 콩국물 키토 퐁듀 두부 버거,퐁듀두부과자, 정식품 정식품 모짜렐라치즈 찹쌀가루 홀그레인머스타드 느타리버섯 부침두부 양조간장 올리고당 소금 후추 버터 양상추 방울토마토,"['1. 재료를 준비한다.(재료 목록은 위칸에 기재되어 있음)필수 재료!!-> 정식품 콩국물, 정식품 콩국물 검은콩, 두부', '2. 재료를 다듬어준다.1) 두부는 1/4등분으로 컷팅 후 가로로 한번씩 더 컷팅하여총 8개를 만들어준다.소금 후추를 뿌려서 수분끼를 날려주면서 양념을 해준다.2) 느타리버섯은 2~3번 손으로 찢어준다.3) 방울토마토는 가로로 1/2컷팅4) 양상추는 한입크기로 잘라준다.', '3. 팬에 버터를 두른다.', '4. 버터가 녹으면 두부를 앞뒤로 노릇노릇 익혀준다.', '5. 팬에 버터를 두르고 느타리버섯을 볶은 후 양조간장과 올리고당을 넣고 익힌다.', '6. 팬에 정식품 콩국물과 정식품 콩국물 검은콩, 모짜렐라치즈를 넣고 끓이다가 치즈가 녹으면 찹쌀가루를 넣고가루가 보이지 않을때까지 저어준다.', '7. 정식품 콩국물 치즈 퐁듀 완성!!', '8. 익힌 두부위에 홀그레인 머스터드를 바른다.', '9. 8번 바른 후 양상추->방울토마토->볶은버섯->정식품 콩국물퐁듀 순으로 올려준다.', '10. 두부로 덮어준다.완성!!', '11. 콩으로 만드는 키토 건강식 완성~!']"
|코로나 극복|토스트장인의 수십번의 시행착오를 거쳐서 만들어낸 10분 완성 햄앤치즈 에그드랍,햄앤치즈에그드랍, 에그드랍 식빵 베이컨 버터 소금 달걀 꿀 핫소스 파슬리 꿀마요소 꿀 마요네즈 꿀핫소 꿀 핫소스,0
경기미 참드림으로 만든 고구마를 활용한 <불고기밥보트>로 건강식사:),불고기밥보트, 고구마 경기미참드림 소고기다짐육 모짜렐라치즈 애호박 당근 우유 소금 후추 간장 식용유 파슬리가루,"['경기도농업기술원에서 개발한 우리품종 경기미 을 제공받았어요.경기미 참드림 ', '-고구마와 함께 먹기에 쌀양은 조금만 준비해요.쌀은 한컵 200 ml 정도를 준비합니다. - 쌀은 잘 씻어 다른재료 손질 할 동안 밥을 지어주세요.쌀 약 200 ml ', '-다 지은 밥은 덜어 식혀둔다.-재료들을 손질하여 준비해둔다.고구마, 참드림 밥, 모짜렐라치즈, 애호박, 당근', '고구마는 씻은후 찜기용 냄비에 넣고 젓가락으로 찔러 쉽게 들어갈때까지 20~25분 삶은 후 도마에 옮겨 한김 식힌다.고구마 찜기', '식힌 고구마는 1/3 지점을 썬다. 0.5cm 두께가 되도록 고구마의 속을 숟가락으로 파서 100 g 정도만 볼아 남아 남은 고구마는 우유와 함게 믹서에 갈아 고구마 우유로 즐긴다.고구마숟가락', '애호박, 당근은 0.5 x 0.5 cm 크키로 깍뚝 썰어 준비한다.애호박, 당근 ', '중불로 달군팬에 기름을 두루고 애호박->당근->다진소고기순서로 볶는다.애호박, 당근, 다진소고기프라이팬,식용유', '-고구마 보트에 불고기밥을 2/3을 넣고 모짜렐라 치즈로살짝 볼록하게 뿌려 덮는다.파슬리 가루로 토핑하여 마무리한다. -오브은 180도에 예열하여 20분정도 노릇하게 굽는다.고구마,모짜렐라치즈 오븐고구마 보트에 불고기밥을 2/3을 넣어야 넘치지 않는다. ', '고구마 속은 우유와 함께 믹서에 갈아고구마우유로 준비한다.고구마, 우유', '경기미 참드림으로 밥을 지어 제철 고구마와 함께어울어져 영양한끼 든든한끼로 우리토종 우리나라 쌀을세계인들의 입맛에도 잘 맞을거 같다.', '고구마우유에 찍어 먹어도 맛있게 즐질 수 있어요 ^^', '커트러리를 이용해서 먹으면 우아한 혼밥으로도 딱입니다.']"
?월남쌈&유부주머니 만들기 경기미 가와지 1호로 만들어요 :),유부주머니, ?경기미 ?부추 ?네모 ?네모 ?게맛살 ?슬라이스 ?무순 ?애호박 ?당근 ?통조림파인애 ?달걀 ?소금 ?식용유 ?이쑤시,0
태국식 치킨카레/코코넛커리/ 그냥카레만큼 쉬운 타이레드커리! (+동영상),타이레드커리, 주재 닭가슴살 양파 쥬키니호박 파프리카 다진마늘 다진생강 커리소 코코넛 레드 간장 액젓 라임즙 황설탕 소금 후추,"['닭가슴살, 양파, 쥬키니호박, 파프리카 준비합니다!', '양파는 채썰어주세요.', '쥬키니호박도 반달모양으로 썰어줍니다.쥬키니호박이 없으시다면 애호박 쓰셔도 됩니다!', '파프리카도 채썰어주시구요!색깔은 빨강, 노랑, 주황, 초록 아무거나 쓰셔도 좋아요.', '닭가슴살도 얇게, 먹기좋게 썰어주세요.닭다리살도 좋아요.', '레드커리페이스트 제외한 [소스재료] 전부를 보울에 다 담아준 뒤 섞어놓아요.한국 포털사이트에 검색해보니코코넛밀크, 타이커리페이스트 직구없이 온라인으로 여기저기서 팔더라구요. 그래서 급! 레시피 살짝 변형해서 올려요 ㅎㅎㅎ 코코넛밀크 좋아하시면 진짜 맛있게 드실거에요~~', '팬에 기름을 1T정도 두르고, 다진마늘, 다진생강 넣고 향을내주세요. 중약불에서 한 1분정도 볶아주세요~', '커리페이스트도 넣고 볶아줍니다. (약 2분)레드커리 외에 그린커리쓰셔도 좋아요~!', '썰어둔 닭가슴살을 넣고 소금 한꼬집, 후추 톡톡 해주세요.어느 정도 익을 때 까지 5분정도 볶아줍니다.', '양파 넣고 계속해서 볶아주세요~ (약 2분)', '불을 강불로 올려주시고 섞어둔 소스 넣어주세요.뚜껑 덮어서 바글바글 할 때 까지 끓여주세요~', '바글바글 끓기 시작하면 파프리카와 쥬키니호박을 넣고 불을 약불로 줄여준 후 뚜껑을 덮고 10분정도 추가로 더 끓여줍니다.', '완성입니다!! 기호에따라서 고수, 스리라차소스, 라임즙을 곁들여서 드시면 좋아요~!', '요즘같은 돌밥돌밥시국에, 이색적인 음식을 찾고계셨다면!타이커리도 한 번 만들어보세요~~! 그냥 카레만큼 간단하답니다.']"
경기미 가와지 1호로 만든 식어도 찰지고 맛있는 피크닉 최애 요리 밥도그,밥도그, 경기미가와지쌀 밀가루 계란 빵가루 당근 양파 소금 식용유 꼬치,0
