레시피 제목,요리명,요리재료,레시피내용
#헤링herring (#청어 초절임) 넣은 #무생채,무생채, 무생채 무 헤 잔파 양념재 고춧가루 멸치액젓 새우젓 설탕 식초 다진마늘 소금 통깨,0
베이글이랑 진짜 꿀조합인 연어치즈스프레드 ♥,연어치즈스프레드, 필수 훈제 크림치즈 호두 딜 케이퍼 양념 꿀 후추 소금 레몬즙 선택 크래커 베이글,0
알타리김치 맛있게 담그는법. 고춧가루 팍팍넣고~,알타리김치, 알타리김치 알타리 쪽파 천일염 양파 고춧가루 찹쌀풀 고추가루 마늘 생강 새우젓 매실액 액젓1/2  설탕 찹쌀풀2,"['알타리무와 쪽파를 다듬어서 깨끗이 씻어줍니다.무청과 무사이를 살짝 파내면서 흙과 이물질을 제거하며 다듬어 준다', '씻은 알타리에 굵은 소금을 골고루 뿌려 2시간정도 절여줍니다.절이는 중간에 한번 뒤집어 줘서 골고루 절인다.', '알타리무를 절이는동안 김치 양념 만들어 30분정도 불려둡니다. 재료의 양념을 넣고 골고루 잘 섞어주세요.고추가루 1컵 마늘 1/3컵 생강1큰술.액젓 1/2컵 새우젓 1/3컵 매실액 1/4컵. 꿀.설탕.큰1술. 찹쌀풀 2 컵,', '알타리를 깨끗이 씻어서 건져놓고 양파와 쪽파를 채썰어준비합니다.채반알타리무가 부드럽게 휘어지면 잘 절여진거에요.', '만들어 놓은 김치양념에 골고루 버무리기양념에 양파와 쪽파를 먼저 넣고 가볍게 버무린후 알타리를 넣고 버무려주세요.', '완성된 알타리김치를 김치통에 차곡차곡 담아주세요.공기가 들어가지 않도록 꼭꼭 눌러주고 비닐한장을 덮어줍니다.']"
배추물김치 담그는법  김장하고 남은 절인배추로 만들었습니다.,배추물김치, ?찹쌀가루 물 양파 배 새우젓 절인 다진마늘 다진생강 4~5cm길이로,0
후다닥~ 김치볶음,김치볶음, 익은김치1 파 김치국물1국 굴소스1큰 설탕 후 통 식용,0
톡쏘는 국물이 끝내주는 동치미 담그는법,동치미, 작은 천일염 배 마늘 생강 삭힌 생수 천일염 쪽파,0
동치미,동치미, 무 굵은 득당원 배 마늘 생강 매실액 소주 물,"['무를 먹기 좋게 나박하게 썰은 후 소금 1C, 득당원 1/2Ts 넣고 절여줍니다.무가 휘어지면 잘 절여진 것입니다.', '무 절인물을 버리지 마시고 그릇에 담아둡니다.', '배는 껍질채로 깍아주시고, 땡초는 포크로 옆구리에 구멍을 넣어줍니다', '마늘은 다지고, 생강은 편으로 썰어서 다시 주머니에 담아 절인 무 아래 넣어줍니다.', '절인물에 생수를 붓고 매실청 3Ts, 소주 1C을 넣고 굵은 소금으로 약간 짠맛으로 국물을 만듭니다.(싱거우면 물러지니 약간 짭다는 느낌으로 간을 하시고 드실때 섬섬하게 생수를 첨가하시면 됩니다)', '통에 국물을 넣고 떠오르지 않게 눌러 실온에서 기포가 뽀글뽀글 생길 때까지 두었다가 냉장 보관하셔도 되고, 겨울이니 뒷베란다 추운 곳에 두셔도 됩니다.동지죽과 맛있게 드세요~ㅎ']"
김치가 똑 떨어져 포기 김치 담갔어요~,김치, 배추 천일염 물 무 청갓 쪽파 생강 다진마늘 고춧가루 액젓 소금 뉴슈가 새우젓 찹쌀 찹쌀가루 물,"['배추 2망 사왔어요.손질부터 합니다. 겉잎 떼어내고 먹을 수 있는 부분만 남겨둡니다.', '배추 반 잘라보니 배추 속이 적당히 들었네요.이제 네등분으로 잘라서 24쪽 만들어 줍니다.', '김장봉투에 천일염 한줌씩 집어서 배추 하나당 한줌씩 해서 배추 사이사이 모두 뿌려줍니다.', '이제 위에도 천일염 두 세줌 정도 흩뿌려 주고요.물 5리터 정도 부어줍니다.', '양은 이만큼 되네요.이제 8~12시간 정도 절궈줍니다.중간에 위 아래 위치 바꿔가며 절궈주면 됩니다.', '찹쌀가루 2컵에 물 5컵 정도 넣고 살짝 묽게 찹쌀풀도 쑤어 식혀줍니다.', '다음날 보니 배추가 아주 잘 절궈졌어요~', '이제 찬물에 배추 하나하나 씻어줍니다.이렇게 두세번 정도 씻어서 이물질이나 짠기를 조금 빼주세요~', '다 씻은 배추는 체반에 받쳐 물기를 빼주고요.', '배추 물기를 빼주는 사이 이제 김치 속을 만들거예요~무는 작은사이즈라 5개 정도 썼는데요.무가 크다면 3~4개정도만 사용하시면 됩니다.모두 채칼로 채썰어주세요~', '청갓 한단 모두 잘게 썰어주고요.', '쪽파 한단도 줄기 부분은 칼로 다져서 뭉게주고요.', '청갓 크기와 비슷하게 썰어줍니다.', '이제 무와 청갓, 쪽파 모두 넣어주고요.', '액젓 4컵,', '생강 2큰술,', '다진마늘 5큰술,', '고춧가루 7컵,', '식힌 찹쌀풀,', '소금 1컵 정도 넣고', '뉴슈가 2큰술,', '새우젓 2큰술 넣고 버무려 줍니다.', '이렇게 속을 만드는데요.배추를 먹어봐서 배추가 짭짤하게 절궈졌으면 속을 삼삼하게.. 배추가 삼삼하면 속을 짭짤하게 간을 해주면 맛있게 만들 수 있어요~', '이제 볼에 속을 조금 넣고 물 빠진 배추 하나 가져와 속을 사이사이 넣어줍니다.', '이렇게 사이사이 넣고 양념도 묻혀가며 만들어 주면 포기김치 완성입니다.', '2망을 하니 이렇게 김치통 3통이 나오네요~', '배추 절굴때 겉잎도 상하지 않은 부분만 모아서 같이 절궜다가 이렇게 배추 위에 덮어주면 곰팡이 피는걸 방지할 수 있어요~']"
배추겉절이 ,배추겉절이, 배추중간잎 대파 당근 홍고추 통 참기름 고추가루 다진마늘1 액젓 생강청 매실청1 설탕1 새우젓,"['배추 중간잎은 깨끗이 씻어 물기를 빼고', '먹기좋은 크기로 잘라요.', '대파.홍고추는 가늘게 어슷 썰고', '당근은 가늘게 채썰어요.', '고추가루 2T', '마늘 1T', ""액젓 2'T"", '새우젓 1T', '생강청 1t', '설탕 1T', '매실청 1T 를 넣어', '잘 섞어', '양념장을 만들어요.', '배추에', '양념장을 넣고', '홍고추.당근.대파도 넣어', '살살 ..숨이 죽지 않게 버무려요.', '깨를 솔솔 뿌려주면 완성.참기름은 드실때 넣으시면 됩니다.']"
새우젓 양념,새우젓양념, 새우젓3큰 청양초 대파 다진마늘 고춧가루 물3큰 설탕,0
인생의봄 배추속 겉절이무침,배추속겉절이무침, 배추속 오이 케일 양파 송송썬 고춧가루 통깨 액젓 설탕 소금 다진마늘 식초 매실청,"['미지근한 물에 배추를 한장한장 낱장으로 뜯어서 30분정도 담가둡니다.배추를 좀더 싱싱하게 만들고, 미온수로 세정하는 과정입니다.바로 사용하시기 원하시면, 식초물에 5분만 담갔다가 헹궈주세요.', '오이는 반달썰기, 케일은 오굵기정도로 송송 썰어줍니다.양파도 얇게 채썰어 준비합니다.', '분량의 재료로 양념장을 만듭니다.', '가볍게 버무려주세요.겉절이나 샐러드 느낌으로 가볍게 버무립니다.한끼 식사후부터는 급격히 숨이 죽어버리니 오랜동안 버무리실 필요없습니다.적당히고루 양념이 묻히면 더이상 손댈 필요없네요.설탕은 조금만 넣고, 단맛은 매실청으로 대신합니다. 통깨를 넣어줍니다. 고소한 맛을 내고 싶다면, 통깨를 반쯤 갈아서 넣어도 좋습니다. ^^']"
알토란 총각김치 알타리김치 담그기,알타리김치, 총각김치용 천일염 절임 찹쌀풀 새우젓 매실액 다진마늘 중간굵기 다진 소주 사과 쪽파,"['손질한 총각김치용 무 4kg의 무 쪽에만 천일염 160g을 뿌리고물 4컵을 흩뿌려 2시간 절인 후 한 번 물에 헹군후소쿠리에 받혀서, 30분 이상 물기를 빼줍니다.알타리무를 큰 사이즈로 구입하셨다면, 완전히 절여 세척후 2~4 등분 해줍니다.', '새우젓 각 200g, 다진 마늘 140g, 중간 고춧가루 250g, 다진 생강 60g,소주 1컵, 간 사과 2개를 섞어 김치 양념을 만든다.', '절인 무에 양념을 고루 묻힌 후 손질한 쪽파 160g을 넣고 버무리고, 소주 반컵을 넣어줍니다.']"
깍두기 담그기 절이지 않고 바로 만드는 맛있는 깍두기,깍두기, 무 쪽파 갓 찹쌀 찹쌀가루 육수 육 다시 양 건고 다시 무 양념재 고춧가루2/3 찹쌀 멸치 새우젓 사과 양파 매실청 다진 다진 꽃소,"['무가 크지 않고 작지만 단단하더라고요껍질을 벗기지 않고 솔로 살살 문질러서 닦은 후 물기를 빼줍니다식당 깍두기는 큼직하게 썰어서 담지만가정에서 담는 것은 사방 2~2.5cm 정도가적당한 것 같아요2cm 두께로 썰어서 12등분이나 9등분 해주었어요무의 크기에 따라 원하는 사이즈로 자르시면 됩니다', '절이지 않고 바로 담을 거라 시간도 단축된답니다마당에서 갓도 연한 것으로 두 포기 뽑고무청과 쪽파도 깨끗하게 씻어서 3cm 정도로 썰어 놓았어요', '얼려놓은 사과 양파 마늘 생강과 새우를 믹서기로 갈아줍니다육수로 쑨 찹쌀 풀과 갈아놓은 것에 모든 양념을 넣고잘 섞어서 양념을 만들어 놓았어요양념을 넉넉히 만들어서 총각김치와 깍두기 2가지를 만들었어요', '썰어놓은 무에 양념과 썰어놓은 갓 쪽파 무청을 모두 넣고 섞어주면 끝입니다절이지 않기에 바로 버무리면 끝입니다', '버무려서 간을 보고 모자라는 간은 꽃소금으로 맞추어줍니다절이지 않고 바로 담는 깍두기라바로 담았을 때 조금 짭짜름하게 담는 게시간이 지나면 간이 맞는답니다', '올해 고추 말려놓고 아직 고추를 빻아 오지 않아서작년에 먹던 고추가루인데도 색깔이 그리 검지 않네요', '양념도 많이 넣지 않고 힘들고 귀찮아서 대강 담았는데아삭하고 깔끔한 맛이 너무 맛있네요손님 초대 음식이나 정성을 다해 만들 때 보다 더 맛있는 것 같아요 ㅎㅎ']"
밥도둑! 충무김밥 깍두기 레시피,깍두기, 무 올리고당 소금 식초 고춧가루 마늘 쪽파 멸치,"['무는 연필 깎듯 썰어둔다.', '소금, 식초, 올리고당으로 절여 주고 가끔 뒤집어 준다.', '실파도 썰어두고, 무는 소쿠리에 물기를 빼둔다.', '고춧가루, 마늘, 액젓을 넣고 버무려준다.', '썰어둔 실파도 넣고 버무려 통에 담아 완성한다.']"
섞박지 깍두기,섞박지, 무 천일염 고춧가루 멸치액젓 새우젓 홍고추 건고추 마늘 생강 양파 배 찬밥 설탕 야쿠르트,0
오이소박이 만들기 알토란 임성근 레시피 정착이다,오이소박이, 오이 물 소금 까나리 다진 설탕 조청 물 깨 깻잎 부추 당근 양파 쪽파 고춧가루,"['오이는 깨끗이 씻어 준비해 주세요.', '냄비에 물 2L를 넣고소금 100g(종이컵 한 컵 정도)을 넣어 준 후 물을 끓여 줍니다.', '물이 끓으면오이에 끓는 소금물을 부어준 후오이를 절여 줍니다.위에 접시를 올려오이가 떠오르지 않게 해 주세요.오이를 절이는 시간은여름엔 두 시간, 겨울엔 네 시간이면 됩니다.저는 세 시간 절여 주었어요.(오이를 끓는 소금물에 절여주면 수분이 쫙 빠져서 물이 생기지 않고 오래 두고 먹을 수 있답니다.)', '세 시간 정도 절여 준 후오이를 물에 두어 번 씻어 준 후물기를 빼 줍니다.물기가 빠지는 동안 양념을 만들어 주세요.', '양념을 만들어 줄 재료를 손질해 줍니다.부추는 3센티 정도 길이로 잘라 주세요.', '당근도 3센티 정도 길이로채 썰어 주세요.', '양파는 잘게 다져 주세요.', '쪽파는 3센티 정도 길이로 썰어 주세요.', '깻잎은 3센티 정도 길이로 썰어 주세요.(깻잎을 넣어주니 향긋함이 더해져서 양념이 더 맛있더라고요.)', '손질해 준 채소들을 볼에 넣고', '양념을 넣어 줄게요.고춧가루 한 컵(70g), 까나리 액젓 반컵(80g), 다진 마늘 7T(100g), 설탕 2T, 조청 2.5T, 물 반 컵(120g), 깨 3T, 깻잎 20장을넣어 줍니다.저는 까나리액젓을 반컵 넣었는데요.짜지 않고 삼삼해요.입맛에 따라 까나리액젓으로간을 조절하시고요.물도 반컵 넣었어요.양념이 너무 뻑뻑하면물을 조금 더 추가 해 주세요.', '양념을 조물조물 잘 무쳐 주세요.이렇게만 먹어도 너무 맛있어요.부추김치를 담그고 싶으신 분은이렇게 무쳐 드셔 보세요.', '물기를 뺀 오이는 양쪽 끝부분을 잘라주고삼등분으로 썰어 준 후', '끝부분을 살짝 남기고세로로 십자 모양으로 잘라 주세요.이 사이로 양념을 넣어 줄 거예요.', '십자로 잘라진 사이로양념을 적당히 꼭꼭 눌러 넣어 주세요.', '차곡차곡 통에 담아주면 끝.보기만 해도 흐뭇하네요.', '맛있는 오이소박이가 완성되었어요.바로 먹어도 맛있고두고 먹어도 맛있습니다.양념이 짜지 않아서 더 좋아요.']"
제철무로 달달한 무생채 만들기,무생채, 무 고춧가루2 설탕1 통깨 액젓1 소금 간마늘 파,0
수분없이 만드는 무수분 강된장,강된장, 양파 두부 양배추 감자 대파 돼지고기 소금 후춧가루 된장 다진 고춧가루,"['양파는 잘게 자른다.', '두부는 칼등으로 으깨어 준다.', '양배추는 잘게 자른다.', '감자는 작게 주사위 모양으로 자른다.', '대파는 송송 썬다.', '돼지고기는 깍둑 모양으로 자른다.', '고기가 맨위에 오도록 팬에 준비한 재료를 모두 담는다.', '고기위에 소금, 후춧가루를 넣는다.', '뚜껑을 덮어 중불로 20분 정도 익힌다.', '20분 후 뚜껑을 열고 된장, 다진 마늘, 고춧가루를 넣고 섞는다.', '대파를 넣고 한 번 더 볶는다.', '뚜껑을 덮어 약불로 20분 정도 익힌다.']"
쪽파김치 담그기 쉬운 황금레시피로 양념 만드는법,쪽파김치, 쪽파 찹쌀 물 찹쌀가루 고춧가루 다진마늘 새우젓 까나리액젓 간양파 매실액 설탕,"['쪽파는 뿌리 쪽 지저분한 부분을 제거하고깨끗이 씻어 준 후 물기를 쫙 빼 주세요.저는 깐 쪽파를 사서 깨끗이 씻어 주기만 했습니다.쪽파 까는 게 여간 힘든 일이 아니에요.', '쪽파의 물기가 빠질 동안찹쌀풀을 쑤어 줍니다.물 2컵, 찹쌀 3T를 넣고약불에서 잘 저어주며찹쌀풀을 쑤어 주세요.센 불 안됩니다.꼭 약불에서 끓여 주셔야 해요.끓기 시작하고 5분 정도면 충분합니다.그리고 식혀 주세요.', '양념을 만들어요.고춧가루 2컵, 다진 마늘 반컵,새우젓 1T, 까나리 액젓 반컵,매실액 반컵, 설탕 1T, 깨를 넣고', '양파 반 개는 갈아서 넣어 주고', '끓여서 식혀 둔 찹쌀풀을 넣어 줍니다.', '이제 잘 섞어 주세요.저는 찹쌀풀을 아주 되직하게 쑤지 않고조금 묽게 쑤어 주었어요.양념을 섞어 봐서 너무 되직하면생수를 살짝 넣어주시면 되는데찹쌀풀을 묽게 쑤어주고,양파를 갈아서 넣어주니딱 좋았어요.', '씻어서 물기를 제거한 쪽파를5개 정도씩 한 손에 잡고', '뿌리 쪽은 양념을 충분히골고루 묻혀주고잎쪽은 양념 묻은 손으로쭉~ 한번 훑어 주세요.너무 많이 묻지 않게요.', '그리고 쪽파를 반으로 접어줄기 부분으로 한번 돌돌 말아 줍니다.', '이렇게 착착 통에 넣어 놓으면한 번에 한 뭉치씩 꺼내 먹기 좋아요.다섯 줄기 정도면 한 번에 먹기 딱 좋죠.', '이렇게 하나씩 쏙쏙편하게 꺼내서 잘라먹어요.']"
열무김치 맛있게 담그는법 황금레시피,열무김치, 열무 얼갈이 물 소금 홍고추 물 밀가루 끓는 무 배 사과1/2 작은 쪽파 청양고추,"['뿌리를 자른 얼갈이를 하나하나 손으로 분리해준다. 크기가 큰 얼갈이는 먹기 좋은 크기로 잘라주자. 열무를 다듬어준다. 열무 겉부분에 묻은 이물질이나 잔껍질들을 잘 제거하고 먹기좋게 세로방향으로 갈라준다.열무 잎의 끝부분의 시들시들한 부분은 버려주자. 향도 죽고 식감도 죽은 부분이라서 넣지 않고 요리해야 더 맛있는 열무김치가 완성된다.', '손질된 열무와 얼갈이를 물에 두세번정도 깨끗하게 헹궈준다. 손질이 끝난 열무. 식감이 조금더 연해지기 위해서 소금에 절여줘야한다. 큰 대야에 물 4리터, 소금 2컵을 넣어준다. 손질된 열무, 얼갈이를 넣고 1시간 20분을 절여준다.일반 열무김치는 조금 덜 절여도 상관없지만, 물김치는 제대로 절여야 담근 후 살아나는 것을 막을 수 있다. 너무 힘이 좋은 열무는 자칫 식감이 강해서 부담스러울 수 있으니 잘 절여주자.중간에 한번 뒤집으면서 총 1시간 20분을 절여준 모습이다. 절이기 전보다 약간 숨이 죽어서 먹기 좋은 모습이다.', '홍고추 11개. 믹서기에 넣고 잠깐씩 멈춰서 확인하면서 너무 곱지 않게 갈아준다.이렇게 고추의 빨간 껍질이 어느 정도 보일만큼 적절하게 갈려진 상태가 좋다.열무김치 전체에 비주얼과 알싸하고 매콤한 맛을 더해주는 중요한 재료이다.', '물 300ml, 밀가루 1컵을 대야에 잘 풀어주자. 밀가루물이 끓어오르면 불을 낮춰서 바글바글하게 좀 더 끓여주자. 밀가루를 잘 끓여주면 밀가루 특유의 텁텁한 냄새가 나지 않는다. 이렇게 열무김치에 넣을 밀가루풀이 완성되었다. 백종원 열무김치 레시피에서는 열무김치에 밀가루풀을 넣으면 유산균의 발효를 촉진한다고 한다.끓는물 700ml에 잘 풀어진 밀가루물을 넣어주면 미리 700ml가 끓고있어서 금방 끓일 수 있다.', '열무김치에 넣을 과일즙과 열무김치에 들어갈 야채들을 손질해주자. 필요한 재료는 무 한주먹크기, 배 1/2개, 사과1/2개, 작은 양파 2개, 쪽파 15대, 청양고추 6개이다.', '무를 깍뚝썰기 해주자. 배도 편한대로 썰어주자. 사과역시 편한 크기로 적절하게 썰어주자. 양파는 슬라이스로 썰어준다. 쪽파 적절한 크기로 썰어주기, 고추는 열무김치의 시원하고 칼칼한 맛을 담당하는 중요한 재료이다. 하지만 너무 크게 썰면 먹을때 부담될 수도 있으니 적당한 크기로 썰어주자.', '대야에 믹서기로 곱게 간 사과와 배, 무의 즙을 내주자. 면보를 이용해서 짜도 되고, 고운 채에 잘 걸러줘도 좋다. 같은 대야에 채를 이용해서 밀가루물(풀물) 을 곱게 걸러준다. 과일즙, 풀물이 들어간 대야에 생수 2~2.5리트, 간 고추, 멸치액젓 1컵, 매실액 0.5컵, 소주 0.5컵, 천일염 5큰술을 넣어주자. 설탕 대신 매실액을 사용하는 이유는 생생정보통 열무김치 황금레시피에서 설탕보다 매실액이 감칠맛을 더 잘 끌어올려 맛있는 열무김치를 만드는데 좋다고 공개하였기 때문이다.', '이렇게 완성된 열무김치 국물을 잘 섞어주자. 아까 절여뒀던 열무, 얼갈이는 잘 헹궈준다. 행궈준 열무, 얼갈이를 잘 섞은 국물에 부어주자. 추가로 아까 전 손질해두었던 양파, 쪽파, 청양고추를 넣어준다. 깔끔하고 알싸한 맛을 내기 좋은 야채들이다. 다진마늘도 2큰술을 넣어서 알싸한 풍미를 올려주자.', '이 모든 재료들을 잘 버무려준 뒤에 채반에 고춧가루 2큰술을 넣어 물에 잘 풀어준다. 물론 열무와 얼갈이를 넣기 전 미리 해줘도 좋다.', '열무김치의 국물에 살짝 톡톡한 맛이 있어야 익었을 때 더욱 맛있어진다.이렇게 완성된 열무김치를 잘 숙성시켜서 먹으면 특유의 쓴맛은 줄어들고, 아삭하삭하고 시원한 열무김치가 된다.잘 익은 열무김치에 국수를 말아먹으면 여름철 무더위를 날려보내줄 정말 완벽한 음식이라고 생각한다.']"
오이김치 / 오이겉절이 ,오이겉절이, 오이 부추 양파 당근 마늘 절 천일염 고춧가루 매실액 액젓 설탕 통깨,"['1.오이는 길게 4등분 후, 가운데 씨있는 부분 살짝 잘라내고,5cm 길이로 잘라 주고, 소금 넣고 30분 절여 주세요.소금은 짜지않은 것으로 사용했어요혹 긁은소금이 짜면 양을 좀 줄여주시면 됩니다', '2.오이가 절여지는 동안에 부추 씻어서 4cm로 자르고, 양파 . 당근 채썰고, 마늘 다져서 주세요.', '3.절여진 오이는 물기 제거 후 고춧가루 1큰술 넣어 버무려 주세요. (고춧가루만 먼저 입혀 주면 색이 곱게되요)', '4.분량의 고춧가루, 설탕, 액젓, 매실액, 통깨를 넣어 주세요', '5.오이, 양파, 당근, 부추에 양념을 넣고 무치고, 입맛에 따라간을 추가해 주세요.', '6.오이김치는 버무려 바로 먹어도 되서 상큼하고 신선한 오이를 맛볼수 있답니다.']"
<수미네반찬> 겨울냉이강된장,겨울냉이강된장, 냉 멸치 물 된장 고추장 다진마늘,"['냉이는 뿌리채 깨끗이 씻어', '잘게 썰어요.', '까스불을 켜고 뚝배기를 올리고', '머리.내장을 뺀 굵은멸치 넣어', '덖어요.', '접시에 꺼내 식혀요.', '뚝배기에 물 300ml를 붓고', '된장 10T', '고추장 5T를 넣어', '잘 풀어요.', '이때 농도는 너무 되직하지도 묽지도 않아야 됩니다.', '멸치를 곱게 다져요.', '된장과고추장 푼 물에', '멸치를 넣고', '마늘 1T도 넣어요.', '중약불에서 저어가며 끓여요.', '국물이 적당히 되직해지면', '냉이를 듬뿍 올리고', '잘 섞어준뒤', '불을꺼요.']"
<알토란>임 성근님의 국물깍두기 만드는법..,국물깍두기, 무2K 소주 중간 새우젓9 마늘15 생강2 찬밥 물1 설탕7 꽃소금2 쪽파,"['무는 껍질째 깨끗이 씻어요.', '반으로 자르고', '다시 길게 자르고', '2~4등분한 후', '한입 크기로 잘라요.', '소주 반컵을 넣어', '버무려요.', '중간고추가루 1컵 반을 넣고', '버무려 고추가루 옷을 입혀요.', '새우젓9T.마늘 15개.생강 2쪽.찬밥 1공기.물 1컵을', '믹서에 갈아요.', '고추가루옷을 입은 무에', '부어', '1차로 버무려요.', '설탕 7T', '꽃소금 2T를 넣어', '버무려 간을해요.', '쪽파를 5cm길이로 잘라 넣고', '버무려요.', '김치통에 차곡차곡 담고', '뚜껑을 덮어 실온 (베란다)에서 4일 보관후냉장고에서 2일 숙성해요.']"
벌써 나온 봄동으로 맛있는 봄동겉절이,봄동겉절이, 봄동 굵은소금 고추가루 갈치액젓 마늘 조미료미 ,0
김장철에 일하지 않은 사람의 최후..... 배추겉절이 만들어 먹기!,배추겉절이, 주재 배추 배추절임 꽃소금 설탕 톡톡채소생강레시피 고춧가루 다진마늘 진간장 참깨 식초 설탕,0
초간단 나박김치 담그는법~,나박김치, 알배추 무 오이 홍고추 마늘 양파 사과 쪽파 물 꽃소금 멸치액젓 설탕1 식초 찹쌀가루,"['무와 배추는 깨끗이 씻어서 준비해요.*오이는 없어서 패쓰 ~~~~', '무는 나박썰고', '알배추는 무 크기에 맞추어 잘라요.', '김치통에 담아요.', '꽃소금 3T', '멸치액젓 2T', '설탕 1T', '식초 2T를 넣고', '키질하듯 까불러 섞어요.', '홍고추 15개.마늘 3개.양파 1/2개.사과 1개를 준비해요.', '적당한 크기로 잘라 믹서에 담고', '물 1/2컵을 부어', '곱게 갈아요.', '배보자기에 담고', '국물만 김치통에 짜요.', '냄비에 물 6컵', '찹쌀가루 1T를', '거품기로 잘 섞어 저어가며 찹쌀물을 끓여요.', '나박김치통에', '찹쌀물을 뜨거울때 부어요.', 'Tip 찹쌀물과 밑에 있는 빨간국물이 섞어져 44도 정도 되는데 이 온도가 유산균의 발효가 잘 되는 온도라고 합니다.', ""쪽파.홍고추 3개 를 썰어 넣어요.쪽파 3cm길이..홍고추 3cm길이..*쪽퍼는 없어서 패쓰~~'~"", '실온에 두고차갑게 식으면 바로 먹어요.']"
샐러드 느낌의 봄동겉절이 만드는법~,봄동겉절이, 봄동 사과 올리브유 멸치액젓3T 고추가루4T 설탕2 진간장3 다진마늘1/2  식초 레몬후르츠2,"['봄동 1포기를', '잎을 하나씩 떼어요.', '흐르는물에 깨끗이 씻어', '물기를 제거해요.', '먹기좋은 크기로 뚝뚝 손으로 잘라요.', '사과는 깨끗이 씻어씨부분을 제거하고', '반달썰기 해요.', '양념장을 만들어요.멸치액젓 3T', '고추가루 5T', '식초 3T', '레몬후르츠 2T 를 넣고', '설탕 2T', '진간장 3T', '다진마늘 1/2T', '생강청 2T를 넣어 잘 섞어', '양념장을 만들어요.', '봄동과 사과위에 올리브유를 휘리릭 2~3바퀴 돌려 버무려 코팅을해요.', '양념장을 넣어', '살살 버무려요.', '양념이 골고루 묻으면', '깨를 뿌려 마무리해요.']"
국물까지 시원하게 먹는 석박지~,석박지, 중간 갓 고추가루 까나리액젓 스테비아스위티 천일염 마늘 양파2 배1 생강 배즙 찹쌀,"['무는 껍질째 수세미로 깨끗하게 씻어요.', '큼직큼직하게 무를 썰어요.', ""천일염2컵.스테비아스위트2'T.까나리액젓1/2컵을 준비해요."", '커다란 다라이에 무를 담고', '천일염 2컵.스테비아스위트2T.까나리액젓1/2컵을 넣어 무를 40분정도 절여요.', '배1개.양파 2개.생강 1톨.마늘 2컵.새우젓1/2컵. 배즙 1개를', '믹서에 넣고', '곱게 갈아요.', '찹쌀풀을 쑤어', '한김 식혀요.', '찹쌀풀에 고추가루 3컵과', '갈아놓은 양념을 넣어', '잘 섞어요.', '갓은 깨끗이씻어 3cm길이로 잘라', '준비해요.', '절여진 무에 물은 버리지 말고', '갓을 넣고', '양념장을 넣어', '버무려줘요.', '간을 보신후싱거우면 소금으로 간을 보충해요.', '김치통에 차곡차곡 담고 꾹꾹 눌러줘요.', '뚜껑을 덮어 하루정도 실온에 두었다 김치냉장고에서 서서히 익혀요.']"
봄동 겉절이(5분완성  겨울채소  밥반찬  밥도둑),봄동겉절이, 봄동 고춧가루 멸치액젓 설탕 식초 깨소금 다진마늘 국간장 참기름,0
절임배추20kg 김장 양념레시피,절임배추, 절임배추 미나리 무우 대파 양념재 고추가루 마늘 생강 새우젓 멸치액젓 찹쌀풀 곰국 생새우,0
#갓김치요리 #떡국떡요리 #갓김치참치떡볶이만들기 #갓김치떡볶이,갓김치, 갓김치 고추참치 떡국떡 매실액 참기름 통깨,"['고추참치 1캔을 다 넣어 줍니다. 그리고 볶아 줍니다.', '볶아 준 참치 위에 갓김치를 넣어서 같이 볶아 줍니다. 참치기름을 활용하시면 됩니다. 매실액도 넣어 줍니다. 그럼 잡내도 잡아주면서 단맛도 내어 주니까요.', '이제 떡국떡을 넣어서 같이 잘 버무려가면서 볶아 줍니다.', '떡이 익었다면 참기름과 후추를 마지막에 넣어서 잘 섞어 줍니다. 불을 끄시면 됩니다.', '완성접시에 담아 준 후에 통깨를 솔솔 뿌려서 마무리하시면 갓김치를 이용한 갓김치떡볶이 완성입니다. 보통 떡볶이는 간장, 고추장, 짜장 이렇게 세가지로 나눠서 드시는데 김치를 이용해서 색다르게 칼칼하면서도 매콤한 맛으로 즐기시면 색다른 떡볶이의 신세계를 맛보실 수 있습니다. 떡볶이떡보다는 떡국떡이 좋습니다.']"
동치미 맛있게 담는법 제발 무 절이지 마세요!,동치미, 다발 대파 갓 쪽파 배 홍고추 건고추 마른 통마늘 생강 매실청 불린 설탕 소주 천일염 물 청양고추,0
봄동무침  봄동겉절이 황금 양념레시피,봄동겉절이, 봄동 대파 홍고추 진간장 고추가루 다진마늘 매실액 액젓 식초 참기름 통깨,0
위건강에 좋은 양배추김치 ~,양배추김치, 양배추1 오이 실 양 천일염 건고추 저민생강 통마늘 새우젓3 설탕3,0
