Menu,Ingredient,Recipe
든든한 도시락 감자 퀘사디아,"['또띠아3장', '삶은감자2개', '양파1/2개', '파프리카1/2개', '꼬마새송이버섯1줌', '양배추1줌', '피자소스3스푼', '옥수수콘3스푼', '마요네즈2스푼', '머스터드소스1스푼']","['양파, 파프리카(노랑, 빨강), 꼬마새송이버섯, 양배추를 손질 후 굵게 다져주세요.', '후라이팬에 기름을 살짝 두르고 채소와 옥수수콘을 함께 팬에 살짝 볶아주세요.옥수수콘 통조림은 물기를 빼고 사용해주세요.', '삶은 감자는 으깬 후 마요네즈와 머스타드 소스를 넣고 섞어주세요.감자는 껍질을 깍은 후 썰어서 삶으면 빨리 익어요.', '또띠아 한쪽면에 피자소스를 바르고 으깬 감자를 올려주세요.', '그 위에 볶은 채소들을 올려 반으로 접어주세요.피자치즈가 있다면 함께 넣으면 맛이 더 좋아요.', '팬에 노릇노릇 구워주세요.', '먹기 좋은 크기로 자르면 최종 완성이되요.']"
옥수수 튀김 과자 바삭하고 고소해요,"['삶은옥수수2개', '튀김가루4T', '감자전분1T', '식용유적당량', '찬생수적당량']","['튀김가루3T+감자전분1T준비 하고 ~', '찬생수를 넣어 걸죽한농도로 반죽 해 주고 ~', '알알이 깐 옥수수 알겡이에튀김가루 1T 넣어 ~', '살살 섞어 주세요', '반죽에 옥수수 알겡이넣어 주고 ~', '섞어 주세요한숟가락씩 떠서숟가락으로 살짝눌러서 모양을 만든 다음 ~(숟가락 두개 사용)', '튀김 기름에 (옥수수 알겡이 한알 넣어 보아 바로 떠오르면됩니다)', '노릇노릇 튀겨 주세요', '체에 받쳐 주고 ~', '다시 한번 기름기제거 해 주고 ~', '도일리페이퍼 깔고 담아 주면 됩니다없으면 키친타올깔아 주세요']"
♥[신혼밥상] 마늘 골뱅이볶음,"['골뱅이통조림1캔', '통마늘7~10쪽', '양파1개', '깻잎10장', '청양고추1개', '풋고추1~2개', '통깨적당히', '후춧가루적당히', '골뱅이통조림국물2큰술', '맛술2큰술', '간장1/2스푼', '설탕1/2스푼']","['골뱅이캔을 따서 골뱅이국물2, 맛술2, 간장0.5, 설탕 0.5스푼을 넣고 양념을 만들어주세요.골뱅이는 체에 밭쳐 물기를 빼주세요.밥숟가락 기준!', '마늘, 양파, 고추를 송송 썰어주세요. 깻잎은 돌돌 말아 썰어주세요.', '달군 팬에 올리브유를 두르고 마늘, 양파를 넣고 중약불에서 2~3분 정도 볶아 주세요.', '고추를 넣고 1분 정도 더 볶아주세요.알싸 매운맛 포인트 청양고추 추천!', '골뱅이를 넣고 2분간 볶다가 후추를 뿌려주세요.', '양념을 붓고 가볍게 볶아주세요.', '깻잎을 넣고 살짝 뒤적뒤적 통깨로 마무리', '마늘과 양파 듬뿍 향미를 살리고 살리고술안주로 딱이야~김가루를 뿌려 드시면 더 별미!']"
자꾸 끌리는 맛! 부드럽고 쫄깃한 고소듬뿍떡볶이,"['떡볶이떡2종이컵', '통마늘5개', '브로콜리약간', '양파1/4개', '베이컨4줄', '우유200ml', '생크림100ml', '소금약간', '후추약간', '파마산치즈가루1/2숟가락']","['통마늘은 편으로 썰고, 양파, 베이컨은 채 썰고 브로콜리는 한입 크기로 썰어 준비해요.', '떡은 딱딱할 경우 끓는 물에 30초만 데쳐 내요.생략해도 괜찮아요.', '예열된 팬에 올리브유를 두르고 마늘, 양파, 브로콜리를 순서대로 넣어 볶아요.', '베이컨을 넣어 볶아요.', '우유, 생크림을 순서대로 넣고 소금, 후추로 간을 해요.', '떡을 넣어 끓여요.', '파마산 치즈가루를 넣어 완성해요.']"
로제소스에 푹~ 빠진 통통 새우! 로제감바스 ,"['새우10마리', '양파1/2개', '마늘8톨', '고춧가루2숟가락', '올리브유3숟가락', '크림스파게티소스1종이컵', '토마토소스1/2종이컵', '양송이5개', '베이컨3줄', '페퍼론치노1숟가락', '슈레드피자치즈1/2종이컵']","['양파는 채 썰고, 마늘은 슬라이스한다.', '양송이는 슬라이스하고, 베이컨은 1 cm 두께로 썬다.', '새우는 머리, 꼬리를 제외하고 껍질을 제거한다.', '팬에 올리브유를 두르고 마늘, 양파, 페퍼론치노를 넣고 볶는다.', '새우를 살짝 구워 건지고, 양송이, 베이컨, 고춧가루를 넣고 볶는다.', '크림소스, 토마토소스를 넣고 바글바글 끓으면 새우를 넣고 약불로 끓인다.', '새우가 완전히 익으면 치즈를 뿌려 완성한다.']"
건조과일리스 : 바삭한 건조과일로 크리스마스 리스 만드는 법 ★ ,"['딸기8개', '방울토마토3개', '무화과2개', '자몽1/2개', '키위2개', '파인애플3조각', '샐러드채소적당량', '아몬드약간']","['딸기, 방울토마토, 무화과는 반으로 썰고 자몽, 키위 파인애플은 모양대로 얇게 썬다.', '건조기에 과일을 올리고 60도 온도에서 12시간 말린다.', '접시에 건조 된 과일을 리스 모양으로 담는다.', '샐러드채소, 아몬드를 올려 완성한다,']"
 새둥지전 감자채전,"['감자3개', '달걀1개', '부침가루2숟가락', '소금0.3숟가락', '체더치즈1장', '파슬리가루', '식용유']","['감자 중간 사이즈 3개를 준비해채칼을 이용해 최대한 가늘게 채 썰어주고여기에 소금 0.3을 한데 넣어조물조물 버무려 3분 정도 두고', '소금에 절여져서 감자는 부드러워지고', '수분이 나온 상태로 여기에 부침가루 2숟가락을 넣어고루 섞어 반죽을 해주세요.+기호에 따라 베이컨을 잘게 썰어 넣어도 좋아요.', '달군 팬에 식용유를 두르고불을 중약 불로 줄여주고준비한 반죽을 팬에 고루 펴 주고(24cm 팬을 사용했구요 준비한 재료를 한 번에 다 올렸습니다)', '한쪽 면이 노릇하게 익으면뒤집게를 이용해 뒤집어주고', '반대 면도 노릇 바삭하게 부쳐감자가 다 익으면윗부분에 숟가락을 이용해달걀이 들어갈 자리를 만들어 주고', '달걀을 올리고체더치즈 1장을 찢어 군데군데 올려 주세요.달걀은 취향껏 양을 늘려도 무관해요.', '센 불에서 조리하면 탈수 있으니깐약불로 줄여 뚜껑을 덮어 계란을 익혀 마무리해 주세요.노른자 익힘 정도 역시 드시는 분 취향에 익혀주세요.저희는 반숙으로~', '완성']"
2월 제철 건강요리/바지락 시금치볶음,"['시금치1소쿠리', '바지락10여개', '대파1/2개', '홍고추2개', '고추기름2스푼', '버터1조각', '다진마늘0.5스푼', '맛술2스푼', '물1/3컵', '굴소스1스푼', '소금', '깨소금약간씩']","['재료 준비해 주세요~', '파는 잘게 다지고 홍고추는 송송 썰어 주세요~', '팬에 적힌 분량의 고추기름 두르고다진마늘과 다진파 넣고 달달 볶아 향을 내 주세요~중약불', '바지락을 넣고 볶아 주세요~바지락은 미리 소금물에 2시간 정도 담가 해감시켜 깨끗이 씻어 둔거랍니다', '적힌 분량의 버터, 물, 맛술을 넣고 바지락 입이 벌어질 때 까지 볶아 주세요~', '시금치도 넣어 주세요~시금치는 미리 먹기 좋은 크기로 잘라 누런 떡잎은 떼고 손질해 물에 여러번 헹궈 깨끗이 씻어 준비했어요~', '굴소스 1스푼 넣고 시금치가 너무 숨이 죽지 않도록 재빨리 볶아 주세요~센불', '홍고추 넣어 주세요~', '모자란 간은 소금 넣어 맞춰 주세요~', '깨소금 넣고 휘리릭 한번 더 볶아 마무리 해 주면 완성!']"
"새우 콩나물찜 일품요리, 손님 초대요리로 손색없는 새우요리입니다","['냉동새우20마리', '콩나물400g', '숙주200g', '양파1/2개', '대파1대', '청양고추2개', '홍고추1개', '쑥갓10줄기', '멸치육수150ml', '마늘2스푼', '맛간장3스푼', '진간장3스푼', '청주2T']","['콩나물 숙주 씻어준비하고', '양파 채, 파, 고추 송송 썰고 쑥갓 10줄기 2~3등분으로 자르고', '새우는 해동 후 뿔, 수염, 꼬리 다듬고', '분량의 양념과 물을 넣고 양념장 만들고', '냄비나 웍에 콩나물, 양파, 숙주, 대파 올리고', '손질한 새우 가지런히 올린 뒤', '간장 양념을 붓고', '뚜껑 덮고 쎈 불에서 끓어오르면 중불로 줄린 뒤 6~7분간 끓이고', '뚜껑 열고', '고추, 쑥갓 올린 뒤 한소끔 끓이고 마무리~']"
명절에 먹고 남은 전을 활용한 '전그라탱'초간단 레시피,"['남은전1줌', '양파1/2개', '피자치즈넉넉히', '파슬리가루솔솔', '스파게티소스적당히']","['우선 느끼함을 잡아줄 양파는 얇게 채 썰어주시고 매콤한것 좋아하심 청양고추도 썰어 준비해주셔요', '먹고 남은 전을 먹기 좋게 잘라주세요.', '전자렌지 용기에 전, 양파, 토마토소스를 취향것 넣고 잘 비벼 주세요', '그 위에 피자치즈 가득 올리고 파슬리가루 솔솔 뿌려주세요. 이대로 전자렌지에 넣고 치즈가 녹을때까지 돌려주시면 끝!전자레인지', ""명절에 먹고 남은 전을 활용한 초간단 '전그라탱'이 완성 되었습니다^^"", '한입 먹어보니 새콤한 스파게티 소스에 전,고소한 치즈가 어우려져 맛있네요.간단한 맥주안주로 드셔도 좋을것 같더라구요']"
치킨스톡 필요없는 매콤한 베이컨 치즈폭탄 스파게티! (우유베이스) 간단한 점심이나 혼밥에 추천!,"['스파게티면100g', '양파1/2개', '마늘1큰술', '페페론치노6개', '우유120ml', '크림치즈1큰술', '체다슬라이스치즈1장', '통후추가루약간', '소금1큰술', '물1L', '파슬리가루1/2작은술', '소금1/2작은술', '올리브유3큰술', '파마산치즈가루1큰술']","['냄비에 물이 끓으면 올리브유 1큰술과 소금1큰술을 넣고 스파게티면을 넣어 삶는다. 면마다 삶는 시간이 다르므로 단단한식감(알덴테)보다 1분 덜 삶는다.', '양파는 채썰고 마늘과 페페론치노는 다진다.', '베이컨도 가늘게 채썬다.', '달군팬에 올리브유를 넣고 약불에서 마늘과 페페론치노를 타지않게 볶다가 양파를 넣고 센불에 볶는다.', '베이컨을 넣고 후추를 뿌린 뒤 노릇해지게 빠른시간안에 볶는다.', '5번 위에 우유와 슬라이스치즈, 크림치즈를 넣고 중약불에서 서서히 풀어가면서 끓인다. 이때 소금도 약간 넣어 간을 조절한다.', '약간 졸여진 우유크림소스에 삶아건진 면을 투하한다.', '면은 센불에서 휘돌려가며 재빠르게 소스가 잘 베이게 한다. 이때 소스 상태가 되면 안된다. 살짝 묽어야 한다. 만약 되면 면수(면삶은물)을 약간 추가해서 소스의 농도를 맞춘다.', '접시에 소스와 면을 닮고 후추가루, 파마산치즈가루, 파슬리가루를 뿌려 낸다.']"
간단한 닭조림은 콜라로 만들어 주세요! 콜라닭 ♥ 닭날개로 만들어요,"['닭날개14개', '맛술1숟가락', '소금약간', '후추약간', '통마늘4개', '대파2대', '콜라1종이컵', '간장3+1/2숟가락', '페페론치노1/3숟가락']","['마늘은 편 썰고 대파는 5cm길이로 썰고 닭날개의 칼집을 낸다.', '닭날개의 맛술, 소금, 후추를 뿌려 밑간한다.', '달군 팬에 기름을 두르고 닭날개를 앞뒤로 노릇하게 굽는다.', '대파, 편마늘, 양념 재료를 넣고 물기가 없어질 때까지 졸여 완성한다.부족한 간은 마지막에 소금, 후추를 뿌려요.']"
"바삭바삭 명란 감자전, 비오는 날 딱!!","['감자3개', '청양고추2개', '명란젓1개', '소금약간', '후추약간']","['감자 3개를 잘 준비해 주세요. 청양고추도 색깔별로 2개.. 청양고추는 얇게 썰어주시고요. 없음 생략 가능.', '감자는 강판에 잘 갈아주세요. 다치지 않게.. 강판없음 믹서기로 갈아주셔도 됩니다. 그래도 강판 추천.', '채로 걸러주세요. 꾹꾹 눌러 물기를 제거해 주세요. 간 감자는 다른 볼에 담아주세요.', '채로 거른 물은 5분간 가만히 두세요. 감자전분이 밑에 가라앉아요.', '윗물은 버리시고 가라앉은 감자전분은 간 감자에 넣어주세요. 그래야 감자전 형태가 잘 유지됩니다.', '명란젓은 가운데를 가른 후 안에 있는 알만 발라주세요. 바른 알은 간 감자로 직행~', '볼에 소금, 후추를 적당히 넣어주세요. 명란젓이 들어가서 짭조름 하니 소금은 한꼬집만 넣으셔도 됩니다~ 부족하면 나중에 간장 찍어 먹어도 됩니다.', '잘 쉐이크 쉐이크~~', '팬에 기름을 충분히 두르고 한숟가락씩 얇게 펴주시고 데코로 청양고추를 올려주세요. 아랫면이 충분히 노릇노릇하지면 뒤집어주세요.', '반대면을 노릇하게 익혀주시면 끝~']"
김말이는 쉽게 만드는법! 에어프라이어와 라이스페이퍼로 만든 분식 튀김 ,"['라이스페이퍼15장', '김4장', '당면2줌', '당근1/3개', '다진마늘1/2숟가락', '올리브오일적당량', '간장2숟가락', '설탕1숟가락', '물3숟가락', '참기름1숟가락']","['당근은 채 썰고 김은 4등분한다.', '당면은 따뜻한 물에 담가 불린다.', '팬에 기름을 두르고 채 썬 당근, 다진 마늘을 볶다가 반쯤 익으면 불린 당면, 양념 재료를 넣고 볶는다.물기 없이 볶아주세요.', '4등분 한 김에 볶은 당면을 먼저 돌돌 말아 준 후 라이스페이퍼로 돌돌 만다.', '에어프라이어 바스켓에 라이스페이퍼 말이를 넣고 올리브오일을 뿌린 후 190도 온도에서 10분간 구워 완성한다.에어프라이어- 중간에 뒤집어 가며 구워 주세요.- 오일을 넉넉히 뿌려야 달라붙지 않아요.']"
바나나 튀김 간식,"['바나나2개', '달걀2개', '튀김가루3스푼', '빵가루', '식용유']","['재료 준비하고', '달걀은 풀어주세요', '시커먼 바나나 속살은 예쁘지요~바나나는 어슷 썰기로 약간 도톰하게 썰어요', '일회용 봉지에 튀김가루 3스푼 넣고 바나나를 넣고 흔들어주세요', '튀김가루 옷입힌 바나나는 달걀물에 적신 후 빵가루를 입혀요빵가루가 잘 붙도록 손에 쥐고 살짝 눌러 주세요', '데워진 기름에 노릇하게 튀겨주세요', '종이타월에 올려 기름 제거해요', '케첩을 곁들여도 좋더라고요달달한 간식 바나나 튀김 완성~']"
참치 깻잎전 만드는법 향긋하게,"['깻잎', '밀가루', '계란', '참치캔큰거1개', '두부1/2모', '각종채소들', '청양고추', '소금', '후추']","['채소는 잘게 다져서 준비하세요. 참치는 기름을 꼭 짜서 준비, 두부도 물기를 꼭 짜서 준비하세요. 계란도 1개 넣어주세요. 간을 위해 소금 2~3꼬집과 후추도 톡톡 해주세요.', '깻잎은 깨끗히 씻은후 물기를 제거해 주고 양면에 밀가루를 살짝 묻혀주세요.', '깻잎 뒷면에 소를 한스푼정도 넣고 반을 접어주세요.', '그런식으로 반복해서 깻잎을 쌓아주세요.', '다른볼에 계란물을 풀어 앞뒤 꼼꼼히 계란물을 묻혀주세요.', '기름두른 팬에 앞뒤로 노릇하게 구워주세요.']"
고소 달달 옥수수전,"['옥수수캔5큰술', '양파1/4개', '튀김가루4큰술', '모짜렐라치즈1줌', '물1/3종이컵']","['옥수수는 밥수저로 크게 5스푼을 떠주세요.', '튀김가루는 밥수저로 크게 4스푼을 넣어주세요.', '양파 1/4쪽을 다져서 넣어주세요.빵가루 2스푼 정도 넣어주니 더 바삭하더라고요~', '물은 종이컵 기준 반컵 이하로 넣어주세요.물은 처음부터 다 넣지 말고 조금씩 부어가면서 농도 확인!', '달군팬에 기름을 두르고 크게 한수저 떠서 가장자리에 놔주세요.꾸욱 누르지 않아도 모양을 잡지 않아도 괜찮아요.', '앞뒤로 노릇노릇 굽기고소한 맛을 원한다면 모짜렐라치즈 올리기~~(선택사항)', '연유 혹은 꿀, 캐첩등 취양저격 소스에 찍어 드시면 맛있어요.']"
고구마 크림 스튜 떡볶이,"['고구마중1개', '닭다리또는안심정육300g', '떡볶이떡200g', '적황파프리카1/4개', '브로콜리조금', '당근조금', '생크림500g', '물100g', '소금', '토핑)편마늘4개', '토핑)어린잎조금', '닭고기밑간용청주3T', '소금', '통후추']","['닭고기는 먹기좋은 크기로 썰어 밑간해 두고 나머지 채소도 썰어둔다.', '달군 프라이팬에 기름을 두르고 마늘을 노릇하게 구워낸다.', '마늘을 구워낸 프라이팬에 밑간한 고기를 1분정도 익히다, 고구마 양파를 넣고 2분 더 익힌다.', '생크림과 물을 넣고 끓으면 떡볶이 떡을 넣고 반쯤 익으면 파프리카, 당근, 브로콜리를 넣어 1분정도 끓인다.', '그릇에 담는아 구운 마늘편을 올리고 파슬리를 뿌인다.']"
"밀가루, 오븐 없이 맛있는 감자피자 만들기","['감자2개', '피자치즈280g', '파프리카2개', '양파1개', '올리브5개', '청양고추2개', '당근1/3개', '소시지2개', '스위트콘2큰술', '케첩4큰술', '소금약간', '감자전분4큰술', '올리브오일약간', '생수20ml']","['감자는 채 썰어주시고, 양파와 당근은 잘게 다져주세요.감자, 양파, 당근도마, 칼', '파프리카(빨간색, 노란색)와 올리브, 청양고추는 링으로 얇게 썰어줍니다.파프리카, 올리브, 청양고추', '햄은 0.3cm 정도로 썰어주고 첨가물을 제거해 주기 위해 끓는 물에 살짝 데친 후, 체에 받쳐 물기를 빼주세요.햄냄비, 체', '피자소스 만들기 : 팬에 올리브오일 1/2 큰 술을 두른 후, 양파, 당근을 넣고 볶아주세요.올리브오일, 양파, 당근팬', '그리고 소금 1/2 티스푼으로 간을 해줍니다.소금', '그 다음 케첩 4 큰 술을 넣고 섞어주면 피자소스 완성입니다.케첩', '채 썬 감자에 감자 전분 4 큰 술과 소금 1티스푼, 생수 20ml를 넣고 잘 섞어주세요.감자전분, 소금, 생수볼', '팬에 올리브오일을 두르고 감자가 노릇노릇해질 때까지 부쳐주세요.올리브오일, 감자팬', '그 다음 감자를 뒤집어서 노릇노릇해진 면에 만들어 놓은 피자 소스를 잘 펴 발라줍니다.피자소스', '그리고 준비해 놓은 재료들을 차례대로 얹어주세요.[모짜렐라 치즈 > 파프리카 > 스위트콘 > 소시지 > 청양고추 > 올리브 ]모짜렐라 치즈, 파프리카, 스위트콘, 소시지, 청양고추, 올리브', '마지막으로 모짜렐라 치즈를 한 번 더 얹은 후 뚜껑을 닫고 치즈가 녹을 때까지 구워주면 완성입니다.모짜렐라 치즈']"
전혀 어렵지 않아요! 간단하게 만드는 버섯크림리조또 레시피,"['찬밥1공기', '버섯1/3개', '양파1/2개', '다진마늘1숟갈', '우유1컵', '소금1/2티스푼', '후추1/2티스푼', '치즈1장']","['팬에 기름을 두른 다음 버섯을 먼저 넣고 볶아주세요.약불과 중불 사이로 끝까지 요리해주세요.', '버섯이 어느정도 익으면 다진마늘을 넣고 볶아주세요.', '바로 양파도 넣고 함께 볶아주세요.', '버섯과 양파가 노릇노릇해지면 우유를 부어주세요. 재료가 잠길만큼만 넣어주면 된답니다.(종이컵 기준)우유를 붓다가 재료다가 다 잠기면 멈춰주세요.', '우유가 끓어오를 때까지 잠시 기다려주세요.', '조금 더 꾸덕하게 드시고 싶으시면치즈를 추가해주세요.치즈는 선택사항', '찬밥을 넣고 재료들과 잘 섞어주세요. 소금(1/2티스푼)으로 살짝 간을 해주세요.재료가 잠길만큼 있던 우유가 없어지면 완성입니다.']"
(가정간편식) 쫄깃쫄깃한 식감이 좋은 전복 가지구이 스테이크,"['전복2마리', '가지1/2쪽', '마늘2톨', '양파1/4쪽', '올리브오일1t', '버터1t']","['재료 준비 해 주세요', '가지는 0.5 정도 두께로어슷 썰어 주세요', '팬이 약간 달구어 졌으면가지를 올려 주고 ~은근한 약불로 줄여 주세요', '앞뒤로 구워 주세요(타지 않게 은근한 약불입니다)', '노릇노릇 구워 졌으면 ~', '접시에 담아 주고 ~', '양파는 채 썰고마늘은 슬라이스 썰어 주고전복은 깨끗이 손질하여벌집모양으로 칼집을 내 주세요', '궁중팬에 올리브오일 넣고 ~', '양파를 넣어 볶아 주세요', '양파가 투명하게 볶아 졌으면가지를 넣어 휘리릭볶아 주고 불을 끄세요접시에 담아 놓고 ~', '팬에 버터를 넣고녹으면 슬라이스 썰은마늘을 살짝 볶아 주고 ~', '은근한 불에 칼집 낸 전복을 밑으로 하여팬에 올려 주세요(마늘향이 전복에베어서 맛있어요)', '은근한 불에 전복이 노릇노릇 하게 익었으면 뒤집어서 익혀 주고 ~(마늘도 앞뒤로 노릇노릇하게 ~)', '팬그릇에 가지와양파 마늘을 올려 주고 ~', '전복구운것도 올려 주고 ~', '장식으로 베란다에서잘 자라고 있는허브 잎을 올려 주었어요안 올리셔도 됩니다 칼로 잘라서 드시면먹기 좋아요달큰하고 쫄깃쫄깃한게맛있어요']"
간단하지만 바삭 고소하고 맛있는 치즈 계란 감자채전/맥주안주/간식,"['감자1개', '계란1개', '체다치즈1장', '소금3꼬집', '부침가루1스푼']","['감자를 얇게 채썰어 줍니다', '채썬 감자에 부침가루 1스푼,소금3꼬집,후추조금 넣고 잘 섞어 주세요', '달궈진팬에 감자반죽을 넣고 모양을 잡은뒤 뚜껑을 덮고 5분동안 익혀 줍니다약불', '감자반죽을 뒤집은뒤 계란과 치즈를 얹어 주세요취향대로 반숙,완숙을 해보세용계란이 잘 익도록 뚜껑을 닫아서 조절해주세용']"
만두피 없이 배추 속을 채운 단백한 배추찐만두 ♥,"['알배추1통', '다진돼지고기100g', '양파1/3개', '부추50g', '당면30g', '두부150g', '밀가루약간', '소금약간', '후추약간', '다진마늘1/2숟가락', '간장1숟가락', '식초1숟가락', '참기름1/2숟가락', '통깨약간']","['끓는 물에 당면을 넣고 삶은 후 가위로 자른다.', '끓는 물에 소금을 넣고 배추의 흰부분이 휘어질 때 까지 데친다.', '면보로 두부의 물기를 제거한다.', '볼에 알배추를 제외한 모든 재료를 섞어 소를 만든다.', '데친 알배추에 소를 넣고 돌돌 만다.', '김이 오른 찜기에 배추만두를 넣고 7~10분간 찐 후 초간장을 곁들여 완성한다.']"
참드림쌀 요리 라이스페이퍼 밥순대 스테이크,"['밥2인분', '라이스페이퍼9장', '양파1/4개', '당근30g', '청양고추2개', '홍고추1개', '파1/2개', '다진소고기30g', '식용유약간', '소금약간', '후추약간', '간장0.5스푼', '맛술1스푼', '후추약간', '달걀1개', '전분1스푼', '참기름1스푼', '깨소금0.5스푼', '후추약간', '소금1티스푼']","['참드림쌀과 재료 준비해 주세요~', '당면은 끓는 물에 5분만 삶아 투명한 색으로 바뀌면 건져 주세요~', '물기 뺀 당면은 잘게 다져 주세요~', '당근, 양파, 고추, 파는 잘게 다져 주고고기는 적힌 분량의 간장, 맛술, 후추 넣고 조물조물해 밑간해 잠시 두세요~', '후라이팬이 뜨거워지면 식용유 약간 두르고다진 파 넣고 볶다가 파향이 올라오면양파와 당근 순으로 넣고 볶다가 소금 1티스푼과 후추 약간 넣고 밑간 해 준 다음홍고추 넣고 한번 뒤적거려 섞듯이 볶아 주세요~', '볶은 야채는 후라이팬 한쪽으로 밀어 놓고다진 고기 넣고 볶아 준 다음 야채와 섞어 주세요~', '볼에 밥과 볶은 재료, 달걀을 모두 담고 적힌 분량의 전분, 참기름, 후추, 깨소금, 소금을 넣고 골고루 섞어 순대 속 재료를 만들어 주세요~', '미지근한 물에 라이스페이퍼 담갔다가 바로 빼 주세요~', '라이스페이퍼 3장을 약간 겹치게 나란히 펼친 후 끝부분에 순대속 재료를 길게 올려 주고라이스페이퍼로 감싸 돌돌 말아 준 후동그랗게 감아 똬리를 틀어 주세요~', '달군 후라이팬에 식용유를 넉넉히 두른 후똬리 튼 밥순대를 모양 그대로 올려 구워 주세요~', '중약불에서 앞, 뒤 뒤집어 가며노릇한 색이 나도록 구워 주세요~기름에 튀기듯이 구워야 겉면이 바삭하면서 쫄깃해 더 맛있어요~', '밥순대와 곁들어 먹을 치커리는 순으로 대충 뜯어 놓고 적채는 가늘게 채 썰고 방울토마토는 2등분 해 썰어 두세요~', '접시에 구운 밥순대 올리고 썰어 둔샐러드 재료 섞어 곁들어 주세요~', '샐러드위에 갈릭디핑소스 뿌려 주면 밥순대 완성!', '라이스페이퍼가 구워지니 겉은 바삭하면서 쫄깃하고 속안에는 밥이 들어가 부드럽고 촉촉하니 고소하고 맛있어요~아이들 먹을거는 청양고추 빼고 달짝지근한 데리야끼소스나 돈까스 소스 곁들어밥순대랑 찍어 먹어도 넘 좋답니다']"
감자프리타타가 생각나는 감자채오믈렛 ★ ,"['감자1개', '달걀2개', '생크림1/4컵', '베이컨6줄', '시금치1줌', '소금약간', '후추약간', '버터2숟가락', '식용유약간']","['감자는 얇게 채 썬 후 찬물에 담군다.감자채는 체에 받쳐 물기를 제거해주세요.', '베이컨, 시금치는 먹기 좋은 크기로 썬다.', '팬에 기름을 두르고 감자채, 베이컨, 시금치를 소금, 후추로 간하여 각각 볶는다.', '볼에 감자채, 달걀, 생크림, 소금, 후추를 넣고 섞는다.', '팬에 버터를 녹인 후 4를 붓고 살짝 저어 약불로 익힌다', '달걀이 반 정도 익으면 베이컨, 시금치를 올리고 반으로 접어 완성한다.']"
저어서 만들어야 하는 수플레오믈렛 만들기,"['달걀3개', '생크림4숟가락', '설탕4숟가락', '버터약간', '메이플시럽적당량', '과일적당량']","['달걀은 흰자와 노른자를 분리한다.', '노른자를 살짝 풀어 준 후 생크림을 넣고 살짝 거품이 올라올 정도로 휘핑한다.', '흰자에 설탕을 넣어가며 휘핑하여 머랭을 만든다.', '휘핑 한 노른자에 머랭 1/2분량을 넣고 섞어 반죽을 만든다.', '달군 팬에 버터를 녹인 후 반죽을 올려 약 불로 5분간 익힌다.', '밑면과 가장자리가 노릇해지면 남겨둔 머랭을 반만 올린 후 반으로 접는다.', '뚜껑을 덮고 약 불에서 5분간 더 익힌다.', '접시에 수플레 오믈렛을 담고 메이플 시럽, 과일을 곁들여 완성한다']"
호떡피자 l 호떡믹스를 더 맛있게 사용 하는 법 ! ,"['호떡믹스가루540g', '양파1/2개', '햄130g', '파프리카1/2개', '통조림옥수수5숟가락', '토마토소스1/2종이컵', '피자치즈적당량', '따뜻한물1+1/4종이컵', '식용유적당량']","['양파, 햄, 파프리카는 잘게 다진다.', '팬에 기름을 두르고 다진 재료, 통조림 옥수수를 볶다가 토마토소스를 넣고 물기없이 볶는다.', '호떡 믹스 가루에 이스트, 따뜻한 물을 넣어 골고루 반죽한다.', '반죽을 적당한 크기로 떼내어 속에 볶은 재료, 피자치즈를 넣고 잘 오므려 감싸 모양을 잡는다.손에 식용유를 바르면 모양잡기 편해요.', '만든 호떡 반죽에 식용유를 바른다.', '에어프라이어 바스켓에 유산지를 깔고 호떡을 넣은 후 180도 온도에서 20분간 구워 완성한다.에어프라이어호떡을 넣기 전 유산지에도 기름을 발라주면 잘 떨어져요.']"
#[풋고추] 오독오독 콩나물전,"['콩나물1줌', '파프리카1/2개', '풋고추2개', '표고버섯2꼭지', '양파1/2개', '옥수수콘2큰술', '부침가루2국자', '새우젓1/2스푼', '다진마늘1/2스푼']","['콩나물을 먹기 좋은 크기로 잘라주세요.', '냉장고에 남은 자투리 재료를 몽땅 넣어주세요.', '부침가루 국자로 2큰술을 넣어주세요.', '감칠맛 up! 콩나물전의 비법새우젓 반스푼, 다진마늘 반스푼을 넣어주세요.', '종이컵으로 물 반컵을 넣고 믹스믹스.', '달궈진 팬에 기름을 두르고 앞뒤로 노릇노릇', '김가루를 올려 드시면 더 맛있어요.']"
